	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g5591	17	10	6	27	28	16	10	9	16	8	10	10
g5592	33	19	38	73	73	105	32	23	20	6	28	24
g5593	168	211	139	118	139	104	117	123	79	106	156	76
g5594	155	151	405	187	164	226	297	399	129	326	192	297
g5595	4640	3646	3693	5218	4052	3791	4274	2791	2706	3327	2763	2807
g5596	21	22	24	26	18	35	16	23	23	18	13	12
g5597	181	119	74	149	138	143	23	70	125	30	81	60
g5598	39	41	27	50	55	25	45	30	26	55	36	36
g5599	258	465	362	224	193	267	306	481	450	323	340	270
g5600	1381	1704	1160	1227	2355	1530	2384	1187	2974	1394	1071	1487
g5601	91	182	156	79	39	39	145	37	112	48	26	19
g5602	1	41	12	6	7	14	10	29	7	9	17	29
g5603	1002	740	763	975	623	1094	762	690	649	775	554	320
g5604	13	7	16	11	8	7	14	8	8	4	4	7
g5605	913	781	1543	1698	908	386	1231	1041	262	935	663	305
g5606	2364	2878	2244	3278	4670	4040	2666	2674	5393	4065	2663	2242
g5607	526	42	463	444	164	300	146	336	407	620	673	295
g5608	3	12	7	14	3	8	9	9	9	12	1	5
g5609	8	4	3	4	0	2	1	3	1	0	4	1
g5610	3700	2685	2951	5656	2912	3613	3430	3333	2766	3870	2956	2843
g5611	270	219	219	386	293	258	226	215	393	371	171	124
g5612	421	577	1030	1102	476	1587	806	1044	555	600	357	731
g5613	1182	2233	6797	5540	3411	1408	1312	4901	6576	4306	1590	2511
g5614	101	81	129	143	90	168	69	83	66	192	57	100
g5615	1183	2043	1363	587	353	1287	1013	892	902	1338	374	664
g5616	54	35	5	126	32	33	44	48	75	18	32	27
g5617	2451	3292	3232	5074	2842	4533	3942	1942	2786	3234	2338	1755
g5618	11	37	14	33	34	39	52	33	26	40	24	16
g5619	3	3	1	5	0	3	2	2	0	2	0	3
g5620	391	223	271	669	85	139	229	466	404	535	144	230
g5621	402	1047	1202	1553	899	698	1104	996	563	706	931	1067
g5622	7	5	6	17	5	6	1	4	10	0	3	6
g5623	532	471	338	817	470	449	393	575	741	449	508	411
g5624	25	13	36	6	5	15	11	7	7	9	6	6
g5625	0	3	0	0	2	0	0	0	1	0	0	1
g5626	119	295	156	34	117	36	88	10	284	49	25	52
g5627	0	6	12	7	9	2	2	4	0	3	5	1
g5628	190	147	179	228	228	241	213	139	171	230	81	183
g5629	469	431	312	1261	679	302	733	827	916	165	155	349
g5630	826	688	709	1042	943	1055	675	1331	1069	173	426	408
g5631	7	50	0	32	171	7	1	7	169	23	7	92
g5632	0	5	5	12	1	2	0	1	0	2	0	0
g5633	72	61	56	46	103	44	46	103	68	49	68	95
g5634	3	37	43	102	4	95	3	27	60	0	59	34
g5635	622	513	694	1030	566	340	704	623	635	387	469	304
g5636	14	28	13	21	35	26	25	13	9	20	15	21
g5637	1048	1118	605	3240	1245	2060	1277	964	1937	1491	693	463
g5638	93	284	141	118	338	157	88	277	61	48	168	103
g5639	0	1	19	0	0	1	1	6	3	0	0	10
g5640	75	32	65	76	78	61	27	66	31	75	14	26
g5641	14	11	4	3	14	9	12	6	10	10	8	6
g5642	1	16	15	41	3	50	9	0	66	2	0	15
g5643	6	6	8	9	5	6	2	5	3	4	1	3
g5644	682	1021	883	1015	1225	1401	958	1170	1131	1290	758	775
g5645	90	58	23	414	108	95	210	118	190	211	23	76
g5646	175	186	315	404	221	598	450	383	722	312	268	152
g5647	12	38	0	8	1	1	2	2	2	17	6	6
g5648	2	3	4	1	13	2	2	2	4	2	1	1
g5649	2	2	3	2	3	4	3	3	2	7	1	4
g5650	2	6	31	22	22	5	18	6	22	13	1	8
g5651	6565	631	5151	6380	8581	1996	5173	793	3776	11142	1837	2433
g5652	34	53	34	55	34	47	47	33	28	43	14	10
g5653	42	177	48	120	61	67	84	29	179	142	48	92
g5654	8	7	27	23	12	24	6	4	1	11	10	8
g5655	0	8	2	9	0	0	5	9	3	0	10	11
g5656	66	45	70	74	45	79	47	46	64	53	36	42
g5657	2	2	3	1	9	4	9	4	9	6	5	2
g5658	349	259	306	501	525	389	174	468	494	433	307	266
g5659	700	1153	730	819	542	866	719	675	765	653	418	557
g5660	10	10	9	5	12	5	8	10	10	6	14	4
g5661	324	224	235	439	135	221	212	237	378	336	228	208
g5662	1416	2892	3861	1871	1561	1926	1444	1727	1148	3681	932	1260
g5663	522	592	671	944	431	608	717	584	619	659	381	431
g5664	641	3073	3291	1928	1631	2162	1092	3879	3069	475	3228	548
g5665	422	366	576	845	437	498	346	347	1106	469	181	241
g5666	2	21	28	2	19	20	5	40	38	21	9	9
g5667	272	312	354	539	384	311	378	308	559	320	379	281
g5668	74	86	79	51	86	62	64	67	70	47	54	53
g5669	0	1	2	20	4	0	1	1	3	3	2	5
g5670	8	0	6	223	33	24	6	0	15	0	1	0
g5671	111	33	215	142	90	76	140	127	85	78	61	158
g5672	0	1	11	3	0	12	3	1	5	12	8	10
g5673	17	27	3	8	12	3	14	6	8	3	6	3
g5674	22	26	8	18	10	14	27	15	10	30	11	16
g5675	6	28	15	26	17	28	31	27	11	18	7	10
g5676	5155	5244	3662	7175	3685	5174	4117	3455	4890	5576	2175	1458
g5677	578	26	206	75	139	575	230	396	44	175	312	427
g5678	1064	990	1114	1752	1396	900	2348	859	1032	1539	861	740
g5679	761	501	1310	1756	1733	1101	978	395	1136	987	699	690
g5680	9	133	57	680	11	601	630	5	227	5	12	511
g5681	2227	2739	3535	7002	3741	3058	3817	1946	1555	1282	1290	1220
g5682	14	17	50	10	12	7	11	1	20	0	5	9
g5683	6568	7590	7245	11227	4307	9705	6026	5839	5180	6459	3992	3155
g5684	3859	4598	1817	4374	5986	4251	2573	5110	6115	3066	2788	2279
g5685	6	7	6	4	6	11	6	5	9	1	4	8
g5686	1048	778	692	1411	807	794	1291	847	656	1047	782	795
g5687	1241	1720	1459	1277	1798	1328	872	1395	1904	1801	1197	1199
g5688	17	38	16	58	18	30	24	39	32	20	36	22
g5689	3145	3379	2423	6869	4087	3249	2937	3504	2056	3333	2021	2039
g5690	43	179	189	133	70	135	70	113	133	110	81	54
g5691	217	209	295	493	232	307	221	190	299	238	151	186
g5692	1183	1309	144	1605	710	899	158	1089	1149	904	174	708
g5693	0	3	1	7	1	2	1	0	3	5	1	4
g5694	2629	2987	4651	967	4078	2035	2771	3658	4932	8304	2857	396
g5695	791	1276	984	1250	704	867	633	946	718	401	566	652
g5696	4880	3770	4465	7157	3514	3992	5752	5358	5422	4208	5162	3489
g5697	10	40	27	54	16	33	8	10	20	24	50	11
g5698	1164	2269	1631	1626	2032	1567	1610	1683	1593	1580	747	1105
g5699	322	201	142	217	167	347	675	327	385	264	217	253
g5700	1470	1040	1892	3113	1722	1205	868	2060	1091	2018	766	656
g5701	610	1141	659	784	760	1321	1219	1014	1262	422	707	372
g5702	7	2	1	5	2	2	0	1	3	2	0	1
g5703	1	139	63	23	4	32	0	0	0	0	17	0
g5704	31	61	28	118	45	37	83	106	58	75	58	64
g5705	357	355	404	500	328	376	358	317	419	333	276	223
g5706	80	126	83	94	93	117	85	84	150	75	53	75
g5707	14494	8179	12975	14028	12915	14227	16878	14262	12595	18736	11229	10074
g5708	543	83	252	356	415	214	75	618	599	2031	496	750
g5709	222	232	278	355	252	188	226	245	276	156	218	263
g5710	1288	1358	734	769	1072	1403	768	865	1515	571	743	496
g5711	268	128	296	302	334	187	511	111	120	357	152	235
g5712	286	110	132	547	923	121	306	336	343	514	259	590
g5713	2159	2231	3253	6127	2175	2271	2087	3951	2393	2307	2143	3219
g5714	14240	9244	18879	25269	16722	20554	19957	10932	15313	15520	10012	27778
g5715	15	2	8	9	12	5	11	4	1	1	20	1
g5716	2	0	8	13	1	1	38	1	0	26	5	0
g5717	84	34	61	54	117	87	63	31	55	71	62	29
g5718	0	63	29	38	60	6	3	12	17	60	3	19
g5719	9	9	16	37	18	9	30	10	50	28	17	9
g5720	156	109	133	196	148	111	151	140	130	138	132	84
g5721	1	133	183	36	26	28	98	4	5	318	17	60
g5722	2462	1746	3736	4088	220	1888	598	1000	994	2334	1806	389
g5723	479	574	273	770	478	313	453	246	375	422	300	221
g5724	55	97	67	164	113	71	24	25	42	98	84	43
g5725	2023	2219	2318	2487	1651	2733	2348	2972	2378	2043	1136	937
g5726	1399	1553	1918	3375	1991	2217	1357	1446	1757	2260	1079	1118
g5727	2658	5024	3256	1379	2129	1275	1355	1616	1691	1878	2762	1250
g5728	3750	4853	5886	7882	4481	4950	4890	4734	5989	4666	3530	4233
g5729	172	187	174	135	162	169	174	131	202	167	104	116
g5730	13771	9801	11827	21523	10376	15644	9541	8841	10881	9297	7748	8813
g5731	241	194	188	326	254	148	361	196	164	110	241	209
g5732	729	1135	2085	1088	438	654	666	1597	524	628	439	348
g5733	591	728	189	283	305	260	239	225	736	303	192	169
g5734	896	289	751	852	867	557	332	194	1377	377	467	762
g5735	11	30	21	20	80	5	2	57	13	12	53	5
g5736	3	12	6	5	10	6	7	5	13	7	18	3
g5737	16	22	48	69	17	67	30	34	25	23	6	24
g5738	907	1198	760	1002	987	869	1716	617	1288	1055	472	801
g5739	6	6	8	7	4	5	5	5	2	9	5	3
g5740	16	3	6	20	5	17	8	9	4	2	8	5
g5741	4	9	3	3	4	13	6	3	1	7	6	2
g5742	2013	1403	1220	1162	1982	1708	1224	1245	1479	1816	984	1182
g5743	113	238	164	721	229	1385	252	285	405	537	353	161
g5744	27	78	41	34	42	86	74	54	51	40	17	62
g5745	3	5	3	2	5	12	2	2	5	5	6	3
g5746	58	56	50	74	39	72	60	56	51	62	40	24
g5747	247	385	145	264	267	281	185	103	561	294	93	109
g5748	1098	620	836	850	1334	1706	536	555	308	730	929	731
g5749	358	346	434	412	345	452	287	296	703	817	310	373
g5750	256	173	135	197	272	141	162	138	289	161	185	102
g5751	45	188	193	237	52	102	77	97	208	296	289	107
g5752	0	9	2	1	3	24	1	3	32	0	7	1
g5753	283	132	256	195	331	261	259	71	105	123	162	58
g5754	2905	3159	3011	3384	2675	3244	2559	2670	3040	3538	1721	2333
g5755	3	2	10	10	17	1	10	1	3	8	1	1
g5756	139	94	197	242	243	427	337	174	331	193	308	132
g5757	0	5	0	0	31	2	0	0	6	0	0	7
g5758	210	260	183	287	169	38	177	236	152	88	94	132
g5759	0	12	0	1	56	2	19	0	1	0	0	0
g5760	18	28	25	60	22	3	22	18	17	47	25	13
g5761	842	765	1619	2000	1017	1114	1031	927	1037	1171	1027	671
g5762	7297	8148	4454	7390	4534	3602	6557	2541	7498	7682	2623	6170
g5763	327	357	586	1292	671	296	477	529	507	709	245	310
g5764	185	297	206	321	403	256	356	200	367	488	173	199
g5765	163	190	176	307	150	145	272	233	149	224	207	177
g5766	628	487	608	653	523	743	423	225	745	425	366	316
g5767	2382	1006	1558	2358	1849	3056	2408	2145	1553	1021	1103	927
g5768	301	331	157	508	275	280	677	163	451	141	312	191
g5769	1	8	10	7	8	8	16	28	16	9	10	15
g5770	68	49	85	110	37	53	50	56	114	59	20	23
g5771	5	10	22	38	9	7	3	10	21	7	27	5
g5772	92	38	63	69	36	94	44	77	32	181	95	47
g5773	1980	2499	1932	2667	1423	2068	1679	1143	2188	1087	1340	1327
g5774	147	234	236	339	575	502	453	754	246	302	326	476
g5775	21	16	25	36	38	33	40	30	38	38	31	21
g5776	19	276	170	359	36	60	21	31	49	186	149	132
g5777	4253	534	2655	2462	4067	2296	1096	1660	3026	1915	1807	588
g5778	235	304	966	1155	608	433	138	1126	454	598	629	435
g5779	117	139	129	141	161	104	132	122	141	121	108	90
g5780	573	782	1096	1367	602	679	452	538	814	832	345	323
g5781	510	222	1307	913	398	1443	515	82	965	705	485	287
g5782	471	589	450	798	534	551	650	631	446	423	440	379
g5783	1483	1246	1318	1457	1113	1078	805	1246	1886	1286	1173	1025
g5784	0	0	0	0	33	0	25	0	0	0	0	4
g5785	272	522	694	134	330	358	162	453	286	372	375	106
g5786	638	729	740	1210	899	816	721	694	656	630	523	545
g5787	633	764	1564	1021	1198	1167	960	756	1101	1124	793	454
g5788	256	237	322	450	398	518	614	239	233	440	188	139
g5789	1162	1666	1636	1203	1453	1023	622	731	1400	1170	920	499
g5790	15546	26011	15905	29713	23070	14596	21894	15519	31187	19866	11478	14254
g5791	1	18	11	13	14	2	4	2	2	12	4	12
g5792	489	381	245	456	403	947	632	375	775	402	532	456
g5793	5301	8237	13888	10185	12232	8264	10799	6376	19660	10012	9153	7609
g5794	4	11	7	15	1	9	5	7	0	7	8	2
g5795	1274	1068	1232	1632	1348	1628	1766	677	1196	1635	880	837
g5796	59	108	31	92	66	61	69	49	91	72	42	31
g5797	184	161	227	111	225	142	123	271	248	73	119	162
g5798	4003	3095	5220	3651	2558	2332	3942	6393	5991	3262	2458	5140
g5799	0	4	74	0	0	0	19	17	5	0	0	0
g5800	1331	1291	1413	1597	1812	1424	1485	1251	1383	1361	1128	725
g5801	17	0	29	2	2	0	3	0	4	40	7	40
g5802	34	40	11	19	47	75	22	24	7	4	9	2
g5803	0	0	15	15	0	0	11	5	21	6	11	2
g5804	2400	1614	1401	2331	1655	1814	2063	1704	2080	2421	994	968
g5805	19	3	6	26	9	5	4	1	9	6	8	1
g5806	13017	3548	6444	15692	7120	10957	8198	8449	10781	18823	7796	8678
g5807	1243	1004	1506	1349	1216	1218	994	1316	1168	1747	1028	1029
g5808	331	358	359	426	319	367	296	319	300	278	207	165
g5809	77	66	55	185	196	56	122	31	53	29	121	54
g5810	104	140	1626	353	89	101	214	29	38	1748	88	713
g5811	2351	3746	3429	3781	3921	3466	3041	3094	4640	1943	2544	1207
g5812	0	36	2	5	16	14	8	1	47	20	3	29
g5813	4454	3140	4750	7161	3516	4898	3650	4440	4724	4889	3332	3126
g5814	641	546	309	485	376	224	219	344	473	425	127	309
g5815	9058	5045	7735	10800	4869	10576	6185	7667	9227	11321	5617	3630
g5816	13588	9262	11469	11328	13947	12244	8108	10733	8938	13832	12308	8980
g5817	1577	2255	2726	1906	2463	2712	2978	1522	2297	2246	1473	1782
g5818	12	10	22	27	25	10	5	10	12	22	15	1
g5819	34	75	299	721	106	72	324	126	403	168	260	45
g5820	48	111	40	35	76	14	69	147	60	83	123	116
g5821	0	5	42	17	2	1	21	10	1	27	5	6
g5822	275	317	359	291	221	373	322	586	202	192	183	123
g5823	1339	2211	2528	2811	2635	3070	3137	2494	4278	2721	3042	2399
g5824	14	28	26	51	22	33	17	24	30	50	15	17
g5825	1225	1113	806	1345	1122	724	812	865	793	928	831	1392
g5826	1192	759	982	1023	807	1707	710	1320	904	808	415	835
g5827	627	368	471	771	426	349	456	339	474	454	311	309
g5828	37	41	35	67	45	74	88	36	70	33	39	35
g5829	2589	717	2805	1414	2850	3148	1374	725	1618	2225	1134	582
g5830	30	37	62	45	30	47	14	59	42	40	52	20
g5831	0	15	2	7	1	0	2	1	2	0	16	5
g5832	7	0	24	19	65	1	6	25	7	14	2	17
g5833	617	671	564	717	569	669	627	586	588	813	426	391
g5834	12	3	10	6	31	4	12	7	18	2	13	13
g5835	5412	5131	4911	8221	5419	4050	8604	4167	9863	8411	2069	3089
g5836	2	1	0	7	4	2	0	5	2	4	9	0
g5837	83	15	48	61	12	24	43	40	23	12	90	36
g5838	79	175	126	230	166	129	270	119	98	183	106	76
g5839	1177	891	1572	581	1780	1118	755	884	713	2297	1325	995
g5840	23	7	34	1	24	17	15	18	21	15	5	0
g5841	130	100	94	134	95	126	129	62	61	75	155	46
g5842	0	0	20	5	0	0	3	10	0	0	0	2
g5843	48	90	227	108	254	218	271	113	113	247	114	49
g5844	297	184	132	543	354	258	374	121	603	201	274	323
g5845	0	2	8	20	5	13	18	2	4	6	4	8
g5846	14	7	7	11	14	13	12	4	24	9	4	3
g5847	170	94	85	236	129	65	109	35	199	42	59	83
g5848	3662	6672	5317	4142	6108	4489	8344	6946	6902	4482	4007	1971
g5849	768	815	1242	1208	688	1118	1123	635	1288	1208	636	568
g5850	5794	3243	4892	12924	6647	7286	4869	7541	4712	5001	3249	6059
g5851	108	100	106	260	181	162	182	101	90	360	83	138
g5852	2991	1218	2502	1704	928	2634	2338	2151	2880	2809	2316	1385
g5853	18	21	18	12	11	36	15	20	9	17	10	15
g5854	151	147	141	298	213	238	302	220	256	317	189	138
g5855	4454	3396	2957	4272	3400	4531	2026	3031	3251	3957	1327	3068
g5856	30	22	0	0	0	8	0	4	3	7	9	7
g5857	4	37	25	70	45	19	9	7	27	22	10	13
g5858	1029	1102	941	1544	731	1811	1027	1082	1338	841	876	779
g5859	74	68	102	157	177	30	9	14	111	276	128	76
g5860	78	88	108	218	117	119	77	148	91	97	108	54
g5861	227	304	446	675	570	439	366	484	371	536	579	152
g5862	119	48	67	116	46	124	86	71	108	85	65	49
g5863	115	121	177	246	93	134	100	143	155	194	96	62
g5864	4	8	6	13	6	9	7	4	7	3	2	0
g5865	0	15	0	0	0	0	30	0	0	0	0	0
g5866	0	50	0	5	1	0	1	3	0	84	11	4
g5867	1351	1377	1967	2315	1461	1384	1767	1181	1986	1633	1585	1215
g5868	26	24	33	69	39	30	24	34	35	30	18	29
g5869	482	445	802	1392	434	567	728	548	497	689	453	588
g5870	4	1	3	31	2	21	0	9	0	5	0	0
g5871	26	57	62	48	140	84	7	24	76	20	54	15
g5872	8	18	1	7	0	7	2	13	24	26	10	6
g5873	172	151	94	232	10	45	25	111	88	72	58	88
g5874	1271	2399	909	2173	733	1701	756	1680	2757	1696	1277	720
g5875	0	3	3	5	6	0	1	0	0	0	3	0
g5876	16	14	48	52	81	8	12	25	38	26	17	31
g5877	12	35	16	14	9	66	2	21	3	82	15	0
g5878	20	41	15	82	139	7	41	339	148	143	47	0
g5879	1431	773	864	854	763	1558	1194	353	955	1471	475	743
g5880	106	94	87	54	127	82	59	53	59	49	74	90
g5881	17	7	5	4	0	13	0	1	4	24	9	2
g5882	282	1710	3353	9999	518	2826	1212	3636	4300	1707	1441	2670
g5883	978	1322	764	808	1035	1558	806	770	887	927	740	520
g5884	4510	3689	4022	5551	4377	6198	4681	6175	4545	3838	2988	2800
g5885	21	4	23	36	20	5	30	16	26	54	23	25
g5886	5	15	11	5	4	16	16	0	13	16	3	12
g5887	340	554	619	787	563	655	943	738	649	516	498	286
g5888	0	8	3	2	0	1	0	0	1	0	2	0
g5889	205	191	414	288	254	262	293	244	236	276	177	147
g5890	7	6	5	6	3	1	6	1	5	3	5	3
g5891	137	81	144	141	138	104	142	151	197	122	114	121
g5892	119	53	65	51	29	135	56	49	93	17	64	56
g5893	791	388	630	1041	480	697	498	236	348	552	429	443
g5894	1503	1437	1501	1965	2191	1383	1800	1917	1265	1737	1092	1108
g5895	269	159	219	313	298	215	204	574	421	412	240	255
g5896	72	146	73	98	75	87	102	68	89	84	57	71
g5897	18	15	19	25	20	13	30	30	19	21	19	20
g5898	747	813	490	1055	599	469	654	380	872	625	452	549
g5899	218	236	181	516	298	185	257	369	386	135	199	69
g5900	68	0	0	1	0	0	6	0	2	0	18	0
g5901	9	3	0	0	0	12	10	14	0	2	1	1
g5902	9	11	7	17	11	9	9	7	12	6	11	11
g5903	23371	25898	17561	15868	11149	24379	20810	23205	9840	22552	8699	5936
g5904	266	258	284	417	210	247	337	188	250	404	197	263
g5905	1390	967	612	3548	1593	1412	1471	952	1875	1901	774	848
g5906	351	592	410	304	281	175	680	206	182	745	205	170
g5907	499	479	373	519	1172	384	1022	973	384	1118	186	86
g5908	302	215	458	1021	401	237	449	389	170	876	511	345
g5909	15	34	6	1	2	0	2	1	60	0	1	8
g5910	704	233	122	342	313	293	1052	117	464	32	417	186
g5911	21	6	3	12	7	17	19	27	7	19	16	1
g5912	18	17	10	24	5	12	1	6	34	6	8	14
g5913	112	44	111	131	100	59	104	156	220	67	403	76
g5914	1775	1735	1508	2030	1170	2050	2115	1488	2165	1835	1224	1321
g5915	43	112	1	60	79	37	37	1	49	70	3	14
g5916	8	14	18	24	86	6	17	19	9	29	14	16
g5917	142	313	175	124	243	284	553	820	384	277	167	282
g5918	485	930	659	1142	1247	523	846	845	661	738	434	357
g5919	40	6	3	2	9	38	9	55	1	22	0	38
g5920	0	9	18	7	8	4	6	12	7	5	9	8
g5921	362	63	3270	218	10	147	597	77	3	535	122	706
g5922	10277	10888	14278	13218	13556	9083	11181	10034	13505	10812	8825	5476
g5923	2164	2624	2322	3697	3057	2273	2634	2617	2016	1852	2037	919
g5924	495	742	1475	2490	1930	1968	4513	1462	1858	2783	1297	713
g5925	1	2	12	0	2	11	7	0	1	6	3	0
g5926	262	248	267	363	311	228	504	210	323	407	188	308
g5927	66	18	136	112	124	7	15	0	22	54	2	21
g5928	96	110	96	130	142	122	176	107	124	119	125	40
g5929	854	1202	1229	1774	650	798	527	1135	1210	879	1145	685
g5930	2790	2106	2171	3118	2410	2200	2473	3418	3084	2333	2156	2011
g5931	66	33	59	83	23	82	14	27	26	41	51	8
g5932	12	29	14	10	16	13	23	34	95	36	7	6
g5933	57	145	79	149	67	159	96	150	150	59	71	74
g5934	364	370	489	401	371	502	488	473	376	464	327	259
g5935	0	0	3	5	0	0	20	18	3	31	29	0
g5936	300	283	337	365	585	251	188	195	542	345	175	177
g5937	14	54	78	32	33	14	101	28	43	26	32	38
g5938	664	956	295	1383	1305	506	466	418	705	973	1195	565
g5939	4	2	4	7	8	7	8	4	5	0	1	2
g5940	79	100	61	111	118	61	85	58	64	43	47	32
g5941	726	652	325	943	373	930	518	430	366	645	713	827
g5942	438	588	206	664	186	624	597	419	367	232	285	369
g5943	296	710	1076	763	265	1068	570	173	544	342	980	1028
g5944	1290	1332	1342	1836	1645	1240	1197	1586	1421	1444	1474	1141
g5945	0	0	1	8	14	1	5	0	6	1	4	3
g5946	1	0	0	23	0	15	0	16	0	0	0	2
g5947	54	66	86	101	85	138	109	40	55	92	48	86
g5948	2	9	12	4	14	8	18	8	20	17	12	7
g5949	1178	2063	2196	1529	1814	481	2590	1250	1654	577	1443	364
g5950	1120	1686	1646	2250	1254	1814	1476	1258	1407	1072	956	1022
g5951	261724	61012	220466	306226	105694	225884	205898	182519	260195	212508	108119	92491
g5952	1014	435	796	926	1426	1071	829	1029	668	356	727	1250
g5953	697	1823	986	823	3265	1459	244	448	663	364	1181	221
g5954	796	1126	1040	1333	703	1284	1766	1278	1953	1347	653	673
g5955	297	497	455	707	409	717	474	304	343	475	400	310
g5956	55	297	51	25	291	244	641	9	372	56	100	13
g5957	0	1	0	1	0	0	0	0	0	0	8	33
g5958	0	8	1	1	1	0	1	6	3	8	1	5
g5959	1995	2478	2239	2490	931	3627	2144	1524	3160	2675	990	1021
g5960	1598	2066	1903	1436	1960	1979	1171	1352	1974	1125	1515	940
g5961	117	330	917	349	2014	433	514	1625	605	1310	378	222
g5962	629	307	390	415	232	226	95	174	155	230	75	146
g5963	187	304	322	546	304	318	323	248	324	313	191	191
g5964	197	814	165	131	216	454	873	905	1101	656	524	129
g5965	122	118	119	94	38	60	58	81	72	48	63	39
g5966	208	87	126	289	43	59	120	194	154	31	103	120
g5967	39	33	42	36	24	44	42	32	56	66	35	27
g5968	4591	4353	5375	8016	5740	5627	7337	3780	4411	3251	2479	3538
g5969	2	0	24	0	1	0	1	0	26	6	0	0
g5970	55	38	76	68	60	54	58	52	70	65	65	35
g5971	158	568	357	382	268	537	682	553	305	348	523	344
g5972	103	58	117	310	109	61	52	8	21	0	10	9
g5973	2160	2223	1480	6412	3230	4329	2308	5113	3080	2964	1636	1505
g5974	2791	3545	2524	3645	3153	2135	2915	1308	1331	2134	1911	1821
g5975	2277	1390	1059	2797	928	2757	2016	1621	1906	1670	1291	571
g5976	852	477	848	687	759	654	694	510	688	742	571	415
g5977	146	141	81	127	130	117	103	130	126	252	89	80
g5978	343	358	361	266	292	378	353	268	398	285	317	218
g5979	2621	1929	6082	5275	3130	6500	3476	6930	4028	3230	979	5578
g5980	1364	1435	1392	1995	759	1283	1214	1432	2613	711	1027	891
g5981	8	7	13	8	7	0	4	0	4	8	8	3
g5982	6300	7549	7608	4920	7007	5073	5095	4070	7821	6169	3762	2504
g5983	0	0	3	0	2	0	5	0	0	9	20	6
g5984	1138	909	1013	1456	1264	1470	901	391	1676	1781	695	704
g5985	0	18	2	0	0	4	12	0	10	3	0	0
g5986	383	358	341	491	366	264	315	418	447	420	204	248
g5987	8035	5306	9883	16056	8053	8310	3743	9979	7886	13705	14291	2500
g5988	403	415	454	594	287	326	379	508	412	666	265	207
g5989	3151	4272	4040	8376	3710	3824	3424	5022	4356	5118	2831	2548
g5990	539	550	568	306	354	311	545	519	298	449	255	361
g5991	1	6	21	14	3	7	5	8	34	4	10	3
g5992	55	37	68	79	70	111	88	54	81	89	86	49
g5993	756	530	534	554	641	689	737	496	490	471	446	415
g5994	4	3	1	5	6	24	5	1	2	4	13	0
g5995	2098	2214	2261	2723	2940	1964	2149	2382	1458	2621	1726	1578
g5996	15	8	58	77	89	11	112	47	59	109	22	34
g5997	3957	2744	1845	4707	3436	2344	2404	1706	3223	3708	1890	1854
g5998	23	105	33	84	36	18	68	29	43	41	17	96
g5999	688	2044	231	438	470	489	247	1160	1581	257	318	392
g6000	324	435	460	207	250	166	509	262	275	145	131	182
g6001	2602	1455	1283	3883	1399	2191	1810	2858	1755	2452	1163	1662
g6002	0	13	10	12	6	24	16	16	10	9	32	3
g6003	54	41	88	131	50	39	53	44	21	23	29	44
g6004	228	251	345	297	306	398	325	308	430	227	196	202
g6005	7	16	35	28	20	52	13	44	26	76	51	17
g6006	8051	8908	8092	3839	6313	7624	4516	9149	7328	2475	6647	4593
g6007	43	19	4	77	4	97	45	41	88	46	25	26
g6008	47	45	54	73	51	61	39	33	36	34	48	35
g6009	62	68	14	148	41	49	99	13	47	100	29	32
g6010	0	0	2	3	2	2	2	2	3	1	1	0
g6011	3011	3399	4373	4835	2297	2979	4369	2235	3634	2737	2924	2958
g6012	3044	2622	3294	968	2108	1619	2104	2986	1820	3171	1287	661
g6013	487	428	635	375	657	640	514	387	479	379	410	654
g6014	7	1	6	6	4	1	5	3	9	4	5	7
g6015	705	335	457	793	1110	631	713	806	1101	1101	727	385
g6016	416	405	527	669	382	702	569	375	430	254	371	316
g6017	606	629	332	711	393	457	615	900	592	427	539	282
g6018	46	26	28	154	59	75	28	52	38	71	84	59
g6019	445	1170	166	132	507	666	904	2229	674	591	740	558
g6020	1361	2028	1175	2610	1337	1546	2816	1626	2624	1277	1217	1000
g6021	168	313	181	692	297	346	263	175	512	310	164	107
g6022	92	87	93	181	70	73	60	66	122	72	95	22
g6023	2525	2738	2644	3214	2113	3953	1606	2336	3697	2041	2064	1862
g6024	35	11	3	9	4	3	3	18	1	8	15	3
g6025	6452	5300	5407	7038	3579	5455	11779	6460	8447	3126	6926	4728
g6026	573	392	1539	1933	1203	724	768	491	859	1373	1053	455
g6027	3	9	0	0	0	0	11	7	1	8	1	0
g6028	926	1107	919	1552	1272	719	1698	699	1085	1014	700	384
g6029	1	22	6	81	14	0	3	0	0	1	84	1
g6030	764	506	517	897	473	891	625	540	769	764	479	399
g6031	123	117	124	165	277	197	299	149	135	217	93	141
g6032	5	19	0	3	7	1	17	2	2	19	2	27
g6033	41	198	86	220	123	185	280	142	108	78	105	254
g6034	2179	2171	2095	3423	2625	2345	2147	2121	3415	1363	2616	1185
g6035	547	1015	900	1742	885	801	853	669	840	917	658	345
g6036	314	288	315	292	385	262	268	246	274	293	121	208
g6037	240	346	377	380	352	402	423	299	288	324	190	214
g6038	5	9	3	2	3	4	3	4	3	7	6	2
g6039	404	3189	651	875	1152	2091	450	1635	321	1821	1260	432
g6040	160	96	109	220	91	188	89	59	211	137	109	91
g6041	8	5	3	12	0	1	17	3	6	2	4	1
g6042	398	337	379	739	1016	440	870	659	265	410	649	352
