	sample1	sample2	sample3	sample4	sample5	sample6
g5698	10702	4449	5732	6528	12777	8799
g5699	368	552	816	183	574	431
g5700	550	479	659	251	583	368
g5701	818	917	1072	773	568	613
g5702	12	986	730	31	3	0
g5703	11	1	7	10	17	6
g5704	202	72	363	316	208	206
g5705	48	12	57	3	30	18
g5706	3765	3803	2868	2017	4059	1692
g5707	127	265	0	3	196	19
g5708	13	18	5	16	24	6
g5709	386	920	273	328	581	260
g5710	2377	2915	10756	1246	6289	4530
g5711	154	91	61	91	50	92
g5712	209	1421	472	13	2	101
g5713	8132	5599	18532	6556	4836	8997
g5714	23	37	30	17	12	15
g5715	3314	2099	1503	1003	1897	1721
g5716	23	58	39	27	50	59
g5717	8	2	8	4	7	7
g5718	829	572	908	161	582	658
g5719	45	20	44	19	15	35
g5720	2228	1978	4034	2510	2271	2490
g5721	884	1819	970	877	1117	636
g5722	447	300	262	170	624	295
g5723	188	331	372	189	273	320
g5724	845	930	853	618	1018	605
g5725	8	0	19	1	19	0
g5726	5894	3299	1317	1758	2549	2696
g5727	0	21	54	2	5	15
g5728	8	10	16	10	15	9
g5729	892	377	454	346	694	574
g5730	621	739	1363	489	906	832
g5731	132	145	79	43	105	88
g5732	173	232	107	83	159	209
g5733	219	285	512	263	188	343
g5734	1281	2573	1532	635	1052	1652
g5735	173	636	782	147	346	237
g5736	1411	1086	1532	930	1577	1008
g5737	473	252	250	120	386	135
g5738	241	563	834	76	503	564
g5739	2884	2681	3183	982	2745	1682
g5740	7	0	27	10	71	23
g5741	15	11	18	13	13	13
g5742	743	702	564	513	416	831
g5743	59	26	54	21	43	19
g5744	2	5	7	5	4	7
g5745	178	576	344	360	288	845
g5746	23	69	91	39	71	36
g5747	441	19	110	311	60	73
g5748	30	13	25	16	23	18
g5749	110	58	29	97	14	115
g5750	53	42	51	63	7	9
g5751	316	170	181	69	357	70
g5752	551	726	1083	73	340	573
g5753	2	13	12	1	1	3
g5754	3007	2366	3415	2118	2283	1189
g5755	218	129	159	127	210	243
g5756	389	497	619	283	744	706
g5757	401	702	1094	873	1085	1018
g5758	355	131	128	82	80	693
g5759	7	19	11	5	5	4
g5760	71	10	32	42	71	41
g5761	15	2	8	2	3	1
g5762	889	832	905	636	799	890
g5763	2749	4068	6207	3183	5724	4538
g5764	1	1	12	8	6	1
g5765	0	2	0	1	3	5
g5766	6425	5308	6579	4072	8047	6240
g5767	42	30	44	18	39	38
g5768	129	23	82	41	38	8
g5769	871	947	1021	651	1638	931
g5770	2	7	23	9	8	6
g5771	26	97	276	138	266	37
g5772	75	118	108	107	69	114
g5773	34	30	54	22	34	26
g5774	946	470	690	531	416	988
g5775	1777	1850	2139	1389	2427	1881
g5776	216	144	385	39	114	123
g5777	8	4	7	3	20	6
g5778	1194	1409	1369	470	1271	956
g5779	4094	3214	3309	2114	3873	2337
g5780	6	7	21	0	10	2
g5781	1045	588	1809	639	1503	1541
g5782	5	3	1	5	0	4
g5783	17488	10583	16183	8540	9635	8704
g5784	0	0	1	0	0	19
g5785	1482	1485	1714	669	922	1036
g5786	91	144	157	70	173	121
g5787	973	857	2078	761	557	822
g5788	1	7	8	2	7	2
g5789	1	8	2	2	4	3
g5790	56	74	299	129	102	334
g5791	3123	2787	3169	2003	3411	2372
g5792	2203	1386	1649	1606	1332	1443
g5793	615	562	1406	413	883	953
g5794	268	782	663	266	275	562
g5795	281	319	368	196	422	381
g5796	2	0	5	0	3	2
g5797	11	10	0	1	10	14
g5798	4196	2421	3989	1764	4471	2337
g5799	9	9	8	4	4	10
g5800	46	88	83	28	57	35
g5801	11	25	4	4	7	8
g5802	5778	8979	5915	4783	8172	4128
g5803	3582	3700	2861	2096	2229	2278
g5804	170	149	190	99	201	202
g5805	16	162	62	53	49	22
g5806	120	90	128	52	55	101
g5807	12	35	26	12	16	15
g5808	3278	1666	1716	741	1364	1660
g5809	4053	3331	4250	1713	3083	3473
g5810	14	17	10	8	3	12
g5811	1456	1409	2542	1583	2416	1225
g5812	57	129	59	144	51	60
g5813	10	6	15	0	14	9
g5814	9	22	10	2	20	14
g5815	572	467	656	214	130	166
g5816	399	325	151	120	304	197
g5817	61	38	54	24	67	42
g5818	852	7	7	483	449	0
g5819	932	1239	1476	1176	1063	1417
g5820	3720	5474	2424	1421	2537	3600
g5821	304	160	168	173	256	102
g5822	6	121	15	8	85	11
g5823	11391	7624	8490	1568	4713	9464
g5824	85	40	72	28	69	23
g5825	42	21	65	34	66	45
g5826	1999	5439	5253	3496	3620	3152
g5827	18	12	10	22	19	12
g5828	85	81	100	77	98	67
g5829	8115	6314	10526	4803	6661	6756
g5830	3	7	10	4	6	9
g5831	14	34	28	11	0	1
g5832	8	3	1	1	11	0
g5833	254	457	675	428	739	908
g5834	788	587	1196	549	477	479
g5835	42	18	14	10	26	17
g5836	3624	3833	3413	1402	3390	2086
g5837	27	70	184	25	0	181
g5838	851	621	397	441	430	436
g5839	1059	986	852	520	1041	839
g5840	482	437	609	176	538	497
g5841	1128	2210	2626	1217	2091	1544
g5842	50	58	145	27	11	80
g5843	4	10	20	11	19	6
g5844	55	75	117	106	109	39
g5845	1	1	34	73	13	43
g5846	52	66	87	61	52	27
g5847	528	721	740	428	965	707
g5848	508	535	508	288	747	209
g5849	24	15	3	5	15	5
g5850	520	419	1271	364	132	564
g5851	461	308	126	223	169	136
g5852	60	39	67	44	55	38
g5853	539	831	479	507	507	667
g5854	6	9	4	5	0	10
g5855	53	25	62	18	4	46
g5856	55	53	60	66	104	35
g5857	5	33	0	0	24	1
g5858	2328	1347	3029	1635	2995	2003
g5859	3915	2818	3977	3253	3814	3230
g5860	33	108	10	21	54	9
g5861	11	15	5	3	8	30
g5862	2363	2849	4022	1959	2763	3625
g5863	5724	5751	2825	5180	5542	4956
g5864	57	298	107	227	51	232
g5865	934	925	1002	1902	1850	1964
g5866	7000	4726	9670	5074	6553	6833
g5867	627	336	1242	1260	579	425
g5868	1100	513	853	451	104	444
g5869	30	16	0	2	2	0
g5870	0	0	0	0	5	0
g5871	2757	2929	2075	1223	1532	1794
g5872	60	0	2	0	2	454
g5873	79	28	31	63	71	32
g5874	5356	13788	10060	5634	4489	4320
g5875	5969	8147	7959	1935	5414	4719
g5876	3	30	28	20	10	31
g5877	10	4	5	3	8	3
g5878	48	65	41	27	55	71
g5879	9	2	10	7	6	1
g5880	365	1111	520	222	512	462
g5881	655	742	1225	306	968	425
g5882	6	48	1	7	34	6
g5883	339	367	462	242	326	317
g5884	1328	1129	1670	433	1312	899
g5885	1861	1982	1476	735	1745	1900
g5886	68	90	50	22	53	45
g5887	1456	943	1542	724	1175	672
g5888	245	267	524	126	701	233
g5889	4335	3594	1876	2154	3981	3027
g5890	312	654	830	286	894	561
g5891	624	697	552	756	647	1351
g5892	35	34	41	26	36	44
g5893	577	486	719	346	603	324
g5894	4054	1325	1532	3069	640	2527
g5895	8	0	15	0	1	5
g5896	2	11	2	1	5	0
g5897	2	12	6	2	3	0
g5898	349	444	417	188	367	340
g5899	4	3	26	5	3	5
g5900	68	184	36	97	49	642
g5901	2083	3345	1537	1640	2431	1694
g5902	36	72	8	36	0	2
g5903	5413	5698	14682	5312	6167	4559
g5904	1054	1263	1031	735	892	1038
g5905	3	13	1	6	3	10
g5906	185	142	132	55	46	86
g5907	160	121	135	80	250	154
g5908	733	608	789	389	572	620
g5909	844	696	1285	661	840	923
g5910	346	271	309	211	234	197
g5911	40	32	72	20	32	23
g5912	132	1035	11	219	527	138
g5913	540	454	658	418	700	599
g5914	248	19	98	209	0	13
g5915	99	97	106	34	159	92
g5916	1298	991	1154	720	1042	842
g5917	6	1	1	23	18	2
g5918	43	89	160	208	217	231
g5919	78	117	215	70	124	116
g5920	60	10	13	23	14	20
g5921	12	253	147	154	100	62
g5922	19	5	50	6	24	26
g5923	36	31	58	3	4	17
g5924	26	12	62	23	122	104
g5925	2	1	8	0	0	1
g5926	385	220	162	209	104	332
g5927	24	29	28	8	29	23
g5928	4	25	8	10	19	16
g5929	13	0	28	6	56	21
g5930	476	164	498	177	187	494
g5931	9	4	18	7	17	11
g5932	1	18	10	3	4	17
g5933	1321	2266	1577	1694	2075	3076
g5934	10	10	8	2	9	8
g5935	6872	3286	5001	2815	5316	2433
g5936	101	52	10	8	90	52
g5937	1551	2687	1332	1020	1999	1302
g5938	295	4	5	5	72	1
g5939	199	141	225	162	262	165
g5940	558	260	301	228	652	650
g5941	164	247	237	998	558	405
g5942	149	180	126	64	110	102
g5943	9	1	2	5	6	7
g5944	44	27	42	49	93	66
g5945	30	138	33	32	224	193
g5946	52	400	452	81	179	420
g5947	6348	7225	7178	3989	6469	5127
g5948	340	461	206	120	176	34
g5949	6	12	5	10	2	6
g5950	9	14	12	5	0	9
g5951	13	0	20	8	11	2
g5952	66	1	81	6	18	26
g5953	8	2	2	0	0	1
g5954	4766	2968	4352	1867	2946	3140
g5955	242	441	242	114	492	247
g5956	404	309	333	235	325	311
g5957	470	541	381	517	1165	528
g5958	610	139	188	315	530	140
g5959	2488	7518	4554	1193	1639	4189
g5960	68	17	38	34	78	25
g5961	15	22	22	10	7	0
g5962	400	157	667	300	225	409
g5963	9603	8259	12830	7660	16136	6291
g5964	151	155	193	113	123	114
g5965	15	8	9	4	6	1
g5966	6903	5326	7679	3487	6581	4258
g5967	211	368	50	174	206	334
g5968	5	2	3	1	5	2
g5969	3500	3342	3952	2054	3851	2496
g5970	92	44	14	133	15	2
g5971	128	210	184	32	192	127
g5972	168	187	305	116	147	186
g5973	18	37	4	13	2	11
g5974	2	0	18	4	7	0
g5975	126	108	52	24	99	17
g5976	16	3	0	2	10	0
g5977	0	4	2	6	1	3
g5978	218	225	279	125	162	171
g5979	352	98	463	312	549	381
g5980	8	1	6	3	3	12
g5981	204	244	299	101	244	258
g5982	2385	858	994	589	1569	1207
g5983	612	513	660	472	761	532
g5984	63	124	72	48	100	57
g5985	49	94	22	63	34	38
g5986	1212	1618	1318	373	1800	822
g5987	0	9	0	3	0	0
g5988	0	0	0	5	1	0
g5989	6	13	13	8	29	19
g5990	2	6	12	6	6	5
g5991	38	11	49	39	2	27
g5992	906	408	699	345	361	407
g5993	12	27	2	1	6	4
g5994	1	83	40	36	8	19
g5995	7391	10190	7112	6822	10205	9941
g5996	18	5	15	11	46	39
g5997	21	16	60	29	14	25
g5998	18	18	63	12	30	0
g5999	97	121	172	48	92	91
g6000	134	48	69	44	96	26
g6001	6531	2885	9311	5466	9621	7498
g6002	3046	2014	1605	747	3394	5239
g6003	5637	9232	11908	3944	7894	5171
g6004	674	514	1159	859	306	572
g6005	61	31	88	76	290	11
g6006	6464	7199	6770	4566	5915	3974
g6007	236	189	150	164	299	133
g6008	96	81	75	45	63	48
g6009	629	2138	2035	845	705	495
g6010	304	440	418	201	222	273
g6011	244	226	221	115	125	104
g6012	35	6	14	14	5	16
g6013	15	42	43	23	36	26
g6014	4002	2407	2388	2021	2452	2452
g6015	101	149	90	53	30	83
g6016	266	244	364	314	57	193
g6017	0	3	5	0	11	2
g6018	4	6	8	4	7	4
g6019	164	109	189	39	126	112
g6020	196	163	303	129	109	116
g6021	35	4	28	29	66	1
g6022	3663	5041	4613	2960	4332	4312
g6023	1	0	4	0	11	1
g6024	59	11	190	25	9	23
g6025	114	27	104	134	46	57
g6026	142	653	582	328	1605	273
g6027	7	11	8	1	18	14
g6028	56	101	128	51	60	86
g6029	982	792	501	619	1023	578
g6030	80	171	152	0	75	63
g6031	15	40	28	44	47	31
g6032	177	257	378	127	455	430
g6033	194	70	824	313	2165	398
g6034	1138	1280	2486	948	2149	1315
g6035	41	42	0	210	57	4
g6036	3	2	9	1	3	7
g6037	29	10	31	14	26	24
g6038	49	64	77	33	38	53
g6039	390	97	236	164	691	633
g6040	125	95	30	20	116	78
g6041	3141	2625	5290	399	3933	1742
g6042	592	580	702	482	449	518
g6043	1467	924	1346	763	1019	957
g6044	15040	17353	7775	2135	7511	8872
g6045	8	15	16	12	2	7
g6046	475	1239	974	962	992	950
g6047	820	751	541	642	919	768
g6048	168	554	106	295	452	729
g6049	614	1459	920	564	702	986
g6050	2173	2341	2703	951	3613	1718
g6051	131	103	123	103	189	36
g6052	662	421	622	536	440	368
g6053	6403	2271	2920	1733	1443	2810
g6054	2249	6024	3122	3295	3024	2559
g6055	116	72	119	87	118	54
g6056	0	25	2	2	0	7
g6057	4	61	387	33	207	411
g6058	1171	607	1001	594	622	864
g6059	874	804	830	580	1303	533
g6060	657	1515	539	40	757	159
g6061	39	93	162	72	63	60
g6062	16	7	1	5	3	2
g6063	390	320	265	127	352	192
g6064	10	33	6	6	25	13
g6065	17	99	16	66	34	22
g6066	916	2034	1416	977	2622	3269
g6067	1467	927	1303	764	1314	1286
g6068	258	222	368	129	172	272
g6069	58	47	58	27	109	24
g6070	12	10	19	7	10	11
g6071	64	161	57	33	169	86
g6072	25	22	4	13	10	96
g6073	134	108	115	53	268	61
g6074	157	0	0	0	0	108
g6075	40	77	118	140	132	16
g6076	8	11	40	6	19	79
g6077	249	337	158	101	361	173
g6078	33	16	96	26	58	64
g6079	25	24	1	8	16	31
g6080	735	567	486	304	475	911
g6081	817	620	870	347	861	505
g6082	16555	23803	15316	10077	15547	15684
g6083	1044	1551	970	819	1920	965
g6084	5	3	9	11	3	4
g6085	58	32	57	58	31	28
g6086	1197	1167	798	573	949	966
g6087	45	47	66	62	68	58
g6088	1963	3464	2412	1967	2883	1967
g6089	117	195	198	93	192	127
g6090	409	307	367	180	256	302
g6091	0	8	11	13	8	10
g6092	4315	2929	4004	2411	2741	2675
g6093	1028	290	263	365	802	336
g6094	1234	1380	1330	501	1067	980
g6095	25	36	56	6	14	7
g6096	2	384	121	25	10	253
g6097	2070	1939	1727	585	1991	467
g6098	4	0	4	0	3	0
g6099	1290	2022	1589	1156	1127	837
g6100	3015	1291	3358	2265	1994	2583
g6101	907	702	328	620	1084	723
g6102	2144	798	3018	1374	1445	1271
g6103	8	12	9	3	7	12
g6104	685	885	921	529	754	644
g6105	2896	1936	1784	1056	1468	1189
g6106	3	2	3	12	2	4
g6107	3520	2835	3214	2478	3706	3140
g6108	830	550	686	440	1267	290
g6109	377	650	1099	486	638	481
g6110	351	227	417	136	177	139
g6111	1244	919	882	451	644	1180
g6112	42	25	20	12	45	11
g6113	416	331	436	273	460	355
g6114	34	0	14	16	1	23
g6115	3569	4902	3850	1972	4586	2497
g6116	552	537	611	340	662	275
g6117	2494	1982	1844	1272	2637	1222
g6118	65	138	62	41	80	94
g6119	627	339	867	554	419	467
g6120	57	5	11	24	6	23
g6121	42	68	37	13	28	44
g6122	11	17	122	41	9	46
g6123	477	722	1292	160	72	882
g6124	14	6	147	13	44	10
g6125	877	538	728	455	522	463
g6126	20	6	2	4	2	5
g6127	0	0	9	1	1	0
g6128	5	26	3	2	12	4
g6129	47	74	14	35	45	22
g6130	108	167	270	166	249	217
g6131	57	62	17	57	24	46
g6132	20	29	31	10	66	60
g6133	8	26	8	38	23	16
g6134	39	104	303	50	210	63
g6135	47	105	125	2	83	67
g6136	46	89	34	91	8	137
g6137	119	211	139	152	147	262
g6138	28	240	3	3	6	21
g6139	215	226	328	193	240	200
g6140	8	1	8	9	0	2
g6141	603	149	543	189	637	312
g6142	457	518	386	307	588	575
g6143	514	620	613	249	688	709
g6144	254	688	280	50	166	632
g6145	17	26	6	7	16	20
g6146	1771	1519	2306	1157	1638	1438
g6147	630	824	1024	400	972	527
g6148	4	10	4	1	7	5
g6149	877	1590	743	554	677	716
g6150	2094	2008	2033	882	1632	796
g6151	92	69	28	9	155	7
g6152	2552	2241	1194	1030	1912	1623
g6153	0	0	0	0	0	3
g6154	29	11	72	18	35	16
g6155	267	136	163	96	94	151
g6156	745	178	534	389	295	537
g6157	619	1031	876	330	911	780
g6158	1106	816	1240	657	932	824
g6159	489	510	489	809	595	304
g6160	799	659	686	420	857	603
g6161	53	153	152	108	126	116
g6162	4270	1847	943	1290	2187	1569
g6163	507	484	1121	160	719	357
g6164	3067	1819	2331	1679	2547	1591
g6165	3	13	8	1	13	7
g6166	4	5	4	3	2	3
g6167	490	408	612	335	406	491
g6168	2	85	34	19	1	42
g6169	1144	891	1299	674	678	1214
g6170	7	2	80	6	10	14
g6171	101	112	40	7	26	61
g6172	146	67	105	54	60	27
g6173	14	4	4	2	7	1
g6174	405	372	724	467	474	508
g6175	48	14	58	22	22	9
g6176	879	1228	1555	1050	1394	884
g6177	0	18	5	3	11	0
g6178	5222	3674	4872	3175	5726	5102
g6179	0	0	0	12	4	1
g6180	90	115	15	54	61	54
g6181	12	17	10	0	0	1
g6182	139	42	46	57	84	17
g6183	22	49	7	14	30	20
g6184	770	656	721	344	793	610
g6185	30419	15773	26424	19922	22658	19688
g6186	101	161	245	251	225	88
g6187	33	5	49	23	25	31
g6188	857	1825	3224	1841	3081	1623
g6189	7	8	2	1	10	0
g6190	83	115	106	76	69	59
g6191	147	277	379	146	156	205
g6192	4340	6218	4529	4223	6158	2560
g6193	1887	2470	1904	1174	1823	1108
g6194	32	12	10	25	28	16
g6195	64	51	116	71	95	51
g6196	8	5	11	2	12	3
g6197	3	2	1	3	16	1
g6198	379	619	1043	335	340	743
g6199	823	807	991	552	1069	469
g6200	3670	2813	2705	2288	3709	2170
g6201	1802	2001	2403	1284	2027	1473
g6202	454	41	23	79	127	45
g6203	5	11	4	2	5	10
g6204	52	17	79	3	35	17
g6205	1773	1522	2457	1032	2069	1404
g6206	2104	2186	3132	2080	1598	1980
g6207	42	37	49	24	25	25
g6208	202	610	591	337	140	757
g6209	46	208	104	106	125	100
g6210	57	76	95	31	46	47
g6211	2	0	2	0	4	2
g6212	2	4	9	6	4	5
g6213	412	365	201	18	168	223
g6214	1991	1898	2025	1009	1519	1610
g6215	1092	1753	1620	1236	1404	1396
g6216	1	111	410	57	0	9
g6217	3	10	3	3	5	0
g6218	5506	7404	7911	3872	6018	4662
g6219	3	6	6	6	3	6
g6220	214	47	114	198	170	83
g6221	12	6	19	6	0	27
g6222	1	199	156	232	15	188
g6223	152	839	162	51	394	76
g6224	2	0	489	0	0	10
g6225	4	92	207	78	48	19
g6226	90	55	13	60	62	29
g6227	22	7	0	3	8	2
g6228	0	0	1	3	20	2
g6229	106	62	40	44	12	105
g6230	829	956	662	425	489	518
g6231	266	380	419	142	572	288
g6232	348	435	353	238	314	471
g6233	1394	1255	2223	1405	980	1586
g6234	1570	1602	1975	1291	2057	1180
g6235	8	0	11	0	3	6
g6236	1708	1213	1667	999	1323	1025
g6237	13	41	31	17	27	10
g6238	66	53	52	22	71	34
g6239	8	22	3	4	9	4
g6240	2368	760	1445	1062	1606	1119
g6241	76	12	8	46	119	38
g6242	1379	1327	1197	650	1090	957
g6243	21	4	3	17	10	60
g6244	34	10	6	9	15	15
g6245	7	1	1	1	6	1
g6246	29904	41463	44571	14164	25970	25548
g6247	4580	3720	6665	10492	3485	8927
g6248	628	1485	456	241	1023	1283
g6249	686	522	813	355	566	486
g6250	14	22	24	19	18	20
g6251	3	1	6	8	13	1
g6252	1661	1474	2042	1159	1461	1310
g6253	12	10	18	5	15	6
g6254	1965	1886	3561	1119	2571	1452
g6255	1207	1321	887	1026	1170	1110
g6256	966	1053	2018	1209	738	1442
g6257	29	8	11	5	9	7
g6258	291	399	186	122	245	258
g6259	934	1159	812	440	1161	653
g6260	22	227	59	50	54	7
g6261	114	218	56	41	111	22
g6262	3422	3563	2467	1242	2419	2508
g6263	1628	1738	1923	1075	1619	1359
g6264	2236	3116	2913	1635	1945	2330
g6265	36	429	146	75	221	170
g6266	7	13	14	0	14	11
g6267	147	204	552	150	151	444
g6268	1599	1925	1051	1228	1632	1581
g6269	332	543	597	465	662	343
g6270	11	6	22	5	18	10
g6271	8	3	27	6	46	10
g6272	95	90	129	61	113	65
g6273	251	604	455	174	217	121
g6274	483	491	496	123	205	562
g6275	5	4	10	0	1	3
g6276	4060	4244	2132	778	1634	2919
g6277	3140	3468	2396	2234	3012	1694
g6278	528	1084	729	1032	731	754
g6279	12	4	12	8	11	2
g6280	28	19	51	4	25	9
g6281	150	87	101	76	148	105
g6282	746	503	631	280	744	527
g6283	2	11	2	5	2	20
g6284	123	45	98	39	108	81
g6285	51	372	956	8	279	196
g6286	420	447	416	172	232	247
g6287	30	43	0	4	0	0
g6288	344	442	835	550	614	325
g6289	3327	2497	3609	2071	2837	2230
g6290	2783	1964	2358	1496	2294	1464
g6291	4188	6629	6016	4473	4664	4553
g6292	5916	4421	1790	1422	3268	3149
g6293	2201	1313	2535	1251	1605	1525
g6294	3	13	33	0	17	14
g6295	11	41	0	5	0	0
g6296	208	128	171	109	292	229
g6297	1	5	1	1	5	4
g6298	1278	196	905	650	861	535
g6299	17	0	0	0	0	1
g6300	2255	1753	1087	883	628	115
g6301	3778	1491	3121	2103	3097	4060
g6302	3737	2346	3336	2776	1653	2548
g6303	2602	3725	3703	1636	2936	1533
g6304	55	9	65	25	31	28
g6305	7	2	6	7	1	5
g6306	21	18	18	25	20	24
g6307	543	540	316	438	765	719
g6308	17	5	7	0	11	10
g6309	2510	1623	1879	712	1866	1053
g6310	2282	2498	3676	1756	3140	1661
g6311	5	1	4	2	0	9
g6312	47	10	23	24	159	76
g6313	49	69	42	54	34	12
g6314	108	38	40	33	61	85
g6315	1	5	16	5	7	10
g6316	751	374	407	279	446	234
g6317	990	905	761	513	752	843
g6318	1853	745	2150	1758	1224	859
g6319	549	99	351	338	159	393
g6320	286	73	183	89	83	180
g6321	508	420	743	371	407	329
g6322	7	10	6	3	6	5
g6323	611	608	456	363	970	249
g6324	1257	1347	1439	1116	1416	1093
g6325	8184	5881	8557	3789	4910	6880
g6326	16	26	88	20	88	8
g6327	91	161	165	104	300	159
g6328	51	30	7	3	4	8
g6329	742	607	941	506	894	528
g6330	61	102	179	33	59	126
g6331	161	3	319	23	163	58
g6332	37	953	201	103	509	163
g6333	542	579	666	343	811	426
g6334	822	1263	965	900	2024	1649
g6335	56	53	145	17	15	161
g6336	24673	24805	28268	17315	20729	14190
g6337	3090	2977	2728	931	1596	1574
g6338	970	677	640	783	748	872
g6339	759	771	444	452	710	480
g6340	203	80	300	323	269	301
g6341	6	15	5	4	2	7
g6342	23	46	50	47	43	14
g6343	2	8	11	7	4	3
g6344	2954	2637	1702	1811	2188	1653
g6345	452	180	500	168	311	148
g6346	1067	1053	1786	620	869	940
g6347	295	401	339	318	420	304
g6348	2251	3273	4646	1781	2197	1442
g6349	870	733	1242	679	817	966
g6350	23687	33993	28872	16494	29927	27895
g6351	16	28	23	26	34	37
g6352	1	1	1	9	49	24
g6353	584	605	680	375	605	498
g6354	7	13	10	2	1	8
g6355	16	29	112	43	41	23
g6356	32	35	34	7	33	28
g6357	97	105	114	61	167	63
g6358	72	103	67	76	76	82
g6359	906	822	744	123	533	821
g6360	0	0	10	8	0	13
g6361	934	246	456	145	684	335
g6362	1044	648	644	713	625	1106
g6363	3722	976	1659	1010	1665	713
g6364	44	54	90	82	52	58
g6365	8	5	10	14	6	9
g6366	10	3	4	0	11	0
g6367	56	175	630	64	304	152
g6368	38	35	54	29	41	18
g6369	18	28	34	5	4	8
g6370	220	203	160	511	25	99
g6371	6782	7772	6440	4549	10741	5803
g6372	3082	4263	5235	3026	5479	5305
g6373	3394	2199	1906	1367	3319	2433
g6374	52	69	56	72	65	45
g6375	1562	1604	1857	1666	1803	1337
g6376	1137	1074	2007	1242	983	1348
g6377	412	302	482	215	398	286
g6378	5	0	3	0	1	0
g6379	3008	478	1772	568	1967	1231
g6380	0	10	1	4	6	0
g6381	4	3	8	2	10	9
g6382	1	2	14	1	1	8
g6383	501	715	486	313	276	633
g6384	2223	2345	1221	1867	1959	1620
g6385	259	395	551	398	401	476
g6386	325	361	257	141	175	204
g6387	53	76	45	32	64	46
g6388	337	265	385	329	409	284
g6389	2003	1081	2708	1822	1646	1481
g6390	362	330	401	158	345	193
g6391	48	28	64	22	149	29
g6392	382	556	157	2	833	32
g6393	880	1221	769	521	709	409
g6394	0	1	9	0	0	1
g6395	89	32	138	36	171	19
g6396	168	133	163	63	102	86
g6397	23841	21121	28290	15197	29012	16883
g6398	8426	5535	6612	5558	11262	2549
g6399	227	109	100	74	106	126
g6400	3	0	27	5	21	13
g6401	121	269	222	420	106	118
g6402	123	129	124	85	116	122
g6403	15	1	0	0	0	0
g6404	7	2	6	2	3	3
g6405	393	253	490	182	416	106
g6406	4	4	7	5	6	15
g6407	0	4	9	6	16	4
g6408	232	725	474	259	1472	876
g6409	9239	716	13010	3363	4534	6580
g6410	417	446	329	73	174	326
g6411	1185	2340	1963	1275	3225	915
g6412	678	587	316	355	467	280
g6413	3633	1906	1980	1005	2034	2068
g6414	372	300	278	206	301	191
g6415	7	4	22	5	1	6
g6416	537	210	167	137	355	87
g6417	0	3	8	0	1	3
g6418	2878	3535	3724	1646	2943	3301
g6419	71	60	61	41	65	57
g6420	1293	2118	2449	336	1904	1106
g6421	14868	6931	3071	4245	4874	5781
g6422	589	445	626	369	356	373
g6423	2	0	4	24	1	50
g6424	125	46	40	61	122	28
g6425	458	1915	1580	1038	3151	1745
g6426	708	619	927	700	861	238
g6427	1079	472	866	782	2403	563
g6428	1	0	26	2	51	6
g6429	117	55	55	16	96	60
g6430	15546	11628	15789	4184	12391	6624
g6431	142	208	174	82	167	90
g6432	135	78	140	111	167	140
g6433	7	14	1	13	3	32
g6434	419	129	119	138	407	89
g6435	9	0	4	4	12	5
g6436	14	24	12	12	48	58
g6437	3	50	0	14	0	14
g6438	131	100	132	79	293	143
g6439	43	23	26	21	40	11
g6440	0	11	3	8	6	59
g6441	152	275	259	115	261	79
g6442	1148	1092	1155	314	425	689
g6443	2558	2375	1441	1401	1821	957
g6444	236	172	47	99	176	116
g6445	1539	1117	685	897	2108	1550
g6446	111	266	147	80	155	225
g6447	17	8	18	5	8	13
g6448	658	506	987	762	649	529
g6449	4	486	2862	2169	1637	0
g6450	36	43	50	42	75	15
g6451	0	0	7	0	0	0
g6452	61	50	32	30	14	33
g6453	437	209	207	284	107	342
g6454	10	7	14	2	15	2
g6455	91	139	138	137	121	174
g6456	9	32	13	6	28	11
g6457	654	651	359	842	453	230
g6458	7	14	15	4	7	2
g6459	6	10	23	7	10	9
g6460	4568	4611	8092	4567	7488	4653
g6461	19	5	19	16	11	6
g6462	24	42	26	16	15	20
g6463	1893	2107	2780	1200	2059	1645
g6464	249	645	638	265	652	403
g6465	435	581	374	452	460	380
g6466	272	168	242	106	277	227
g6467	90	25	40	24	62	5
g6468	1232	1757	1995	526	1335	1103
g6469	2745	2548	2612	2245	3448	3468
g6470	355	523	97	151	80	446
g6471	208	75	77	102	71	87
g6472	6425	1189	4173	2507	6897	3030
g6473	4386	6041	5570	5099	6554	6474
g6474	431	898	220	672	479	234
g6475	9	20	1	2	6	6
g6476	16	6	17	11	12	22
g6477	1814	1779	1842	1030	1619	793
g6478	2489	2737	2630	1708	2634	1783
g6479	9	11	8	9	6	4
g6480	2265	3607	4506	1988	3754	3076
g6481	3	3	2	5	6	3
g6482	14	4	15	3	4	13
g6483	137	165	104	45	286	231
g6484	15	11	10	3	5	7
g6485	2673	2314	1486	818	1103	1198
g6486	271	149	142	168	238	216
g6487	4	1	3	3	5	1
g6488	149	159	103	27	130	94
g6489	9747	11858	13496	10333	14789	8903
g6490	211	466	216	426	666	261
g6491	32	59	53	16	75	55
g6492	341	344	347	236	217	298
g6493	18	0	0	0	0	35
g6494	212	221	214	216	216	174
g6495	3	1	4	2	3	3
g6496	6205	2847	2671	1822	3846	2647
g6497	1061	1534	1585	1006	1442	1134
g6498	877	1114	973	545	936	685
g6499	812	1082	493	759	398	188
g6500	261	413	934	556	195	454
g6501	13445	8489	8222	6733	13929	8025
g6502	227	184	215	56	112	122
