	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12
g4889	23	19	20	6	0	0	0	0	4	0	3	11
g4890	65	87	88	124	68	69	69	83	58	62	110	50
g4891	473	353	375	417	277	458	296	134	347	369	281	151
g4892	1003	848	1117	1391	1512	1431	1184	1140	1100	1768	1527	699
g4893	631	1152	1030	441	263	357	248	43	157	2040	303	306
g4894	788	829	458	621	492	828	538	1595	964	619	743	226
g4895	8009	6859	9792	23697	7485	14977	9872	14569	6184	9846	6743	3218
g4896	0	6	0	13	2	0	31	0	2	1	2	0
g4897	49	31	10	25	42	35	30	60	63	62	46	44
g4898	1189	2901	2986	3200	1622	1857	3169	1731	1736	1663	2954	1532
g4899	10804	9313	6773	15103	11407	12476	16917	5740	8794	17699	5881	5023
g4900	384	630	686	873	582	794	663	649	847	960	586	482
g4901	2506	2336	4868	1943	5594	4421	1159	2803	113	1578	2265	746
g4902	42	73	65	140	69	83	70	41	49	145	95	61
g4903	521	769	397	405	512	434	349	300	482	720	446	261
g4904	952	936	866	1633	1193	1698	1200	1556	1001	1439	1558	641
g4905	715	227	499	712	562	1810	567	203	487	329	1348	208
g4906	47	35	15	1	14	37	3	38	39	4	53	1
g4907	180	266	288	459	516	211	354	389	210	358	476	226
g4908	553	1574	1612	1860	2355	2751	1541	1836	2198	1951	1725	896
g4909	3	75	40	60	54	46	173	50	6	26	67	43
g4910	1021	1788	923	1244	762	646	1165	213	327	616	737	224
g4911	144	62	200	42	86	400	120	217	302	326	69	68
g4912	58	34	106	75	139	91	72	61	63	140	130	46
g4913	1664	5158	4766	6046	5456	7834	4173	3626	5831	3574	5471	1648
g4914	20	20	30	49	20	32	11	17	28	26	67	25
g4915	11	17	11	15	14	6	21	17	16	13	9	18
g4916	83	655	232	672	99	178	27	293	91	149	92	47
g4917	1435	1775	1560	2297	2039	2157	1465	1366	1739	1909	2121	1081
g4918	1	4	0	0	1	0	1	0	6	1	4	2
g4919	75	25	47	0	9	58	4	38	22	101	53	7
g4920	14	12	82	22	33	2	72	39	27	41	31	25
g4921	262	173	499	1026	497	411	472	411	498	468	906	199
g4922	4997	5325	3850	2736	4474	3985	3404	3708	1688	3646	4039	3855
g4923	2	0	21	6	0	2	15	9	3	28	9	1
g4924	50	74	30	26	49	30	46	19	22	77	39	20
g4925	151	106	144	217	146	245	133	99	75	197	138	78
g4926	1388	1599	887	1627	1727	2297	1632	1346	1359	1720	2187	861
g4927	5	9	8	5	4	15	6	8	4	10	6	0
g4928	293	175	327	203	272	167	271	132	117	186	200	81
g4929	55	42	64	107	34	50	69	60	52	67	68	49
g4930	19	59	22	98	58	46	79	68	43	70	23	8
g4931	20	7	46	0	9	25	65	28	6	1	25	4
g4932	12	19	17	6	41	42	14	77	24	61	43	12
g4933	2629	3095	2281	3751	2104	3223	3370	3221	3653	3380	4937	2520
g4934	1532	885	1354	839	1036	1377	553	771	985	874	747	527
g4935	5373	4054	4066	11975	7852	12887	6219	12949	4885	10029	6959	4055
g4936	56	58	80	43	45	33	46	44	32	51	30	16
g4937	143	183	253	354	179	214	222	278	166	253	329	115
g4938	3	15	1	4	1	4	1	4	1	1	2	3
g4939	89	76	19	53	74	60	204	92	33	52	53	31
g4940	21	30	56	86	19	53	51	68	43	52	73	27
g4941	3	4	2	2	1	3	8	5	1	8	5	2
g4942	2590	6877	5260	6040	4692	8568	4586	3597	3236	4814	6096	3468
g4943	110	157	238	253	125	347	143	229	201	184	149	166
g4944	104	41	50	90	34	62	207	92	96	58	69	45
g4945	771	959	691	447	815	1017	1308	1268	816	803	792	628
g4946	33	20	21	32	88	35	12	68	27	70	57	27
g4947	737	14	176	492	274	1455	701	463	620	921	2002	854
g4948	234	210	173	138	162	140	211	176	189	218	153	71
g4949	90	75	165	167	72	237	64	155	119	170	85	67
g4950	1183	529	1038	1005	691	937	1232	532	633	1187	970	291
g4951	5869	7752	5726	10602	4239	4242	10138	7630	5341	5673	2386	3117
g4952	204	135	222	191	142	111	226	228	186	139	183	65
g4953	91	59	175	193	126	139	109	255	143	246	179	144
g4954	110	62	109	104	97	138	163	53	86	62	76	28
g4955	623	772	1306	1328	1933	8007	1899	532	5194	1405	3639	657
g4956	3	3	0	0	19	0	0	0	3	9	1	3
g4957	391	677	769	556	560	898	331	469	404	434	465	281
g4958	560	1276	1972	965	963	516	864	816	751	971	984	681
g4959	1417	1300	1063	1328	1215	1468	1098	1427	909	907	1397	444
g4960	3	0	0	1	2	2	0	2	2	4	0	0
g4961	25	113	15	39	63	17	48	27	21	104	22	0
g4962	146	95	145	113	115	250	194	62	57	353	20	58
g4963	64	36	66	49	62	56	61	61	40	92	42	31
g4964	138	185	186	222	220	189	153	175	163	176	151	56
g4965	850	786	339	2289	497	1619	2588	190	1077	1384	484	532
g4966	15	65	10	13	13	32	7	4	13	45	90	41
g4967	806	701	1741	2125	1237	1577	1558	1021	785	3312	880	602
g4968	51	57	74	75	63	140	123	76	52	131	33	33
g4969	0	0	0	21	27	0	14	0	2	0	0	1
g4970	3	3	0	6	14	1	9	4	1	3	5	1
g4971	206	370	344	316	365	402	197	167	287	251	414	129
g4972	512	714	705	591	1145	1005	726	1426	783	1331	1196	472
g4973	771	361	212	49	1105	1702	644	3183	1559	693	353	101
g4974	22	34	30	36	15	54	31	36	45	23	30	6
g4975	26	71	49	38	30	11	45	52	39	46	21	11
g4976	313	218	410	564	501	595	307	265	835	732	654	100
g4977	5264	3877	3219	3058	6120	1425	3949	5483	4925	2893	5366	2288
g4978	7	4	13	12	42	10	15	17	31	7	16	16
g4979	346	680	526	442	408	683	784	760	464	553	619	327
g4980	296	287	227	348	358	231	250	153	257	208	381	106
g4981	314	366	582	446	417	528	180	483	325	462	424	234
g4982	23	21	15	17	21	49	26	55	24	85	56	24
g4983	216	338	171	333	258	271	275	178	209	345	215	153
g4984	172	520	295	382	511	622	268	244	327	325	462	249
g4985	158	207	159	187	198	196	156	178	159	258	266	116
g4986	3	3	7	0	1	1	3	4	8	1	0	2
g4987	5	18	14	6	18	4	3	14	4	9	8	13
g4988	37	68	50	57	25	13	24	30	24	37	94	12
g4989	2	7	11	14	7	18	5	5	1	9	8	0
g4990	301	95	291	181	148	255	308	202	248	285	311	93
g4991	291	64	413	32	540	470	322	210	138	194	280	293
g4992	6	0	5	24	3	36	2	5	5	1	23	3
g4993	402	470	1662	302	385	732	421	655	166	863	812	243
g4994	249	399	156	725	444	213	374	288	330	555	438	200
g4995	83	344	1221	847	916	1194	369	173	74	307	731	147
g4996	4254	4202	8181	7679	3307	8036	3607	3934	4979	5360	5508	3495
g4997	32	58	73	74	60	26	49	64	28	43	80	22
g4998	92	46	88	42	112	132	56	57	57	49	149	52
g4999	587	490	862	981	869	931	549	1027	764	476	1175	350
g5000	21	28	31	30	5	40	40	20	34	42	26	11
g5001	52	64	39	71	45	64	35	53	19	38	76	39
g5002	1481	1592	2895	1939	1500	3092	1724	3135	2361	1846	4321	1431
g5003	1334	1678	749	2239	2235	2283	2337	2079	690	1934	1872	847
g5004	581	982	4997	878	1968	1606	1216	748	568	2398	1343	930
g5005	175	99	188	186	76	120	206	345	99	84	290	145
g5006	0	1	0	0	7	10	3	6	5	5	3	6
g5007	46	55	71	103	36	67	91	62	61	38	110	62
g5008	30	16	32	13	26	25	24	30	11	34	16	26
g5009	45	43	36	48	40	12	44	31	32	14	31	3
g5010	468	599	499	502	486	518	213	271	474	606	926	313
g5011	21	19	1	8	0	1	44	4	3	21	31	0
g5012	436	568	470	776	612	934	569	381	552	723	873	319
g5013	104	119	55	59	111	73	78	101	88	135	152	29
g5014	1798	857	879	688	530	856	2241	1365	1146	1626	2081	729
g5015	630	600	448	962	622	776	516	702	427	784	1234	296
g5016	7	17	4	7	3	3	2	5	4	7	5	4
g5017	7	4	3	12	7	3	3	6	3	7	1	0
g5018	0	7	41	47	0	11	0	1	0	18	0	2
g5019	175	153	271	123	133	468	248	157	161	286	57	76
g5020	742	1355	1118	434	1015	1306	837	555	704	531	758	399
g5021	17	5	0	0	5	0	16	54	0	0	30	56
g5022	75	86	86	98	130	76	108	74	78	76	72	58
g5023	72	89	73	86	141	142	77	75	103	157	129	50
g5024	364	386	344	355	493	370	296	439	369	348	279	181
g5025	41	58	51	8	13	46	12	60	28	71	67	24
g5026	29	40	20	29	30	49	27	36	19	28	15	11
g5027	162	200	170	261	190	292	255	110	110	548	263	71
g5028	435	571	468	466	699	1151	545	833	397	686	557	573
g5029	191	118	226	191	203	292	225	175	148	172	154	103
g5030	2550	2551	1394	2685	3258	3240	1005	1607	3746	2924	2280	798
g5031	41	28	47	48	76	41	49	42	20	36	75	53
g5032	7	20	30	23	31	36	25	12	11	16	4	27
g5033	115	299	844	343	1751	1263	90	780	127	2	321	479
g5034	179	214	20	12	74	55	193	12	129	24	174	65
g5035	284	326	230	871	499	746	351	338	152	564	430	218
g5036	254	301	472	569	754	290	557	292	433	350	839	356
g5037	1889	2759	2123	2316	2571	3617	3144	2371	2850	3432	2326	1732
g5038	17	17	8	10	50	36	6	14	10	8	12	3
g5039	13	116	156	30	23	13	21	116	6	82	84	17
g5040	324	528	360	488	445	601	333	324	419	499	505	369
g5041	2786	3929	4237	2690	2265	3603	3326	2812	3348	2192	3163	2435
g5042	10	27	11	34	22	44	22	40	31	35	52	13
g5043	4701	3306	4421	3727	4935	3064	2298	2946	2328	3769	3484	2321
g5044	159	99	46	413	265	29	157	108	110	40	114	102
g5045	59	18	23	59	89	59	62	35	109	114	57	53
g5046	91	130	94	121	60	66	94	140	111	92	189	71
g5047	82	61	48	114	114	67	54	59	45	67	90	39
g5048	88	103	159	80	90	69	97	142	133	92	137	131
g5049	919	565	1230	980	1127	1860	948	1507	850	1608	890	552
g5050	1876	1413	1977	1733	1638	2882	1959	2065	1219	2727	1750	1537
g5051	11	8	21	18	16	9	4	9	7	13	7	3
g5052	30	340	330	163	282	464	113	68	672	537	78	190
g5053	88	106	94	87	64	93	83	29	34	79	126	45
g5054	2	180	49	54	63	91	46	202	21	142	38	4
g5055	40	92	158	102	69	86	48	80	52	112	127	39
g5056	402	515	738	481	518	822	434	557	759	524	581	398
g5057	23	3	3	11	26	12	4	0	19	41	6	5
g5058	1258	2999	608	1374	3194	2465	1760	1312	673	1264	4683	611
g5059	10	9	11	0	12	26	15	51	4	23	23	24
g5060	554	666	1063	953	698	1384	672	712	630	914	1111	542
g5061	13	10	7	7	16	32	1	11	4	10	15	6
g5062	1911	514	1037	1327	959	2241	1094	782	729	696	1242	701
g5063	15020	24306	27027	30399	30184	27241	27599	20164	21269	19204	20658	21516
g5064	39	108	174	223	59	118	39	88	146	128	88	89
g5065	5	1	3	31	0	124	89	108	13	36	9	57
g5066	123	79	46	247	140	209	118	109	33	141	222	26
g5067	1	0	0	0	0	4	0	1	0	8	0	0
g5068	17	44	33	63	72	41	64	82	60	56	29	69
g5069	3161	4630	5011	4558	4159	6044	3432	3481	3258	2813	5203	2705
g5070	249	118	192	206	267	234	218	167	114	684	349	108
g5071	3	35	54	73	25	36	12	16	7	9	44	9
g5072	95	180	291	345	211	180	141	233	149	366	128	231
g5073	38	10	728	496	58	338	268	37	5	723	276	219
g5074	9	9	20	21	22	12	10	16	9	19	18	8
g5075	87	106	120	119	157	186	96	89	119	112	86	67
g5076	1725	2885	1858	2340	2355	3114	1867	1876	2300	3294	1765	1999
g5077	1960	934	1757	1947	1154	3702	1526	2165	1410	1485	1634	463
g5078	50	17	16	21	35	22	15	60	22	49	35	9
g5079	26	5	2	55	16	21	17	8	6	36	29	8
g5080	121	202	100	198	153	133	119	161	77	258	164	76
g5081	1377	2502	1204	2170	2221	2218	1309	1602	1417	1922	1797	1135
g5082	616	792	548	570	699	1181	765	507	440	636	850	424
g5083	0	0	0	0	0	0	0	0	0	2	5	1
g5084	1658	1575	2209	2571	1819	2952	2806	2454	1910	1316	2949	1343
g5085	8	1	0	4	0	2	0	5	1	11	1	6
g5086	0	0	0	0	0	0	0	138	0	0	0	0
g5087	1483	1707	3964	4051	2008	3188	1023	1830	1082	3362	2372	1926
g5088	285	466	509	419	825	579	209	495	540	509	357	264
g5089	48	102	60	17	78	136	59	17	115	71	109	66
g5090	44	58	13	0	60	6	7	45	26	1	27	3
g5091	241	313	218	285	286	440	385	473	300	400	797	594
g5092	3463	3274	6786	4769	8415	15525	7912	8865	6865	2673	5681	2055
g5093	2443	2898	1965	2824	2489	5314	2260	4404	1322	3289	4328	1256
g5094	359	420	391	423	408	504	336	293	361	282	605	251
g5095	155	489	149	666	645	746	449	920	148	794	770	35
g5096	23673	14824	19193	45662	23523	23076	38356	11625	13242	23856	23204	19142
g5097	1	0	0	30	2	73	26	3	0	13	1	0
g5098	1324	1327	503	892	1247	1438	939	1394	1378	1075	833	574
g5099	8	0	1	0	0	0	0	0	0	1	0	0
g5100	28	24	20	19	38	31	34	5	5	28	24	11
g5101	135	158	68	127	207	137	63	277	37	301	209	89
g5102	1567	2225	1853	2387	3309	1767	1920	1442	1941	2191	2968	3242
g5103	255	365	184	213	340	257	244	401	434	356	439	211
g5104	0	0	6	18	4	0	3	11	0	48	42	9
g5105	306	222	518	381	428	382	281	263	322	426	264	140
g5106	8	8	1	8	7	6	3	3	7	3	7	7
g5107	4408	16593	13252	9683	10483	12048	3114	5887	3251	5342	13439	6100
g5108	1133	943	1217	1212	1014	1650	1585	793	1228	1421	1982	560
g5109	33	101	39	51	144	54	36	90	29	101	80	106
g5110	372	296	384	316	272	525	224	381	228	534	406	318
g5111	4	16	2	0	9	4	0	5	1	6	7	6
g5112	17	16	31	241	21	81	1	7	15	22	180	14
g5113	111	266	362	575	116	426	127	206	123	187	166	57
g5114	3042	3277	787	6664	4197	3003	2362	3568	2041	3012	4893	1076
g5115	459	102	215	204	256	217	352	219	160	255	172	154
g5116	124	565	25	184	249	884	59	151	334	566	401	218
g5117	34	38	66	31	45	52	12	51	26	52	15	18
g5118	60	7	39	48	77	54	35	38	48	48	13	13
g5119	810	1599	630	882	345	2051	37	1849	4590	2356	1254	1202
g5120	54	42	62	55	59	92	50	64	31	51	47	26
g5121	593	419	480	662	927	1057	1469	559	1026	1951	788	416
g5122	13	0	2	1	1	8	2	4	1	1	4	0
g5123	685	513	660	602	605	629	964	1004	655	987	887	311
g5124	328	243	284	271	209	638	473	123	349	393	360	175
g5125	20	38	20	48	36	162	44	53	53	97	82	23
g5126	20	18	50	201	9	293	17	63	31	149	30	26
g5127	8	1	2	1	5	9	2	9	3	10	4	3
g5128	281	439	1516	1012	852	477	1167	540	342	1989	2143	330
g5129	1	60	0	53	82	0	44	2	14	3	9	7
g5130	52	62	112	91	166	144	46	105	62	46	214	37
g5131	72	146	134	227	197	197	78	55	179	161	271	31
g5132	987	1449	928	748	1002	941	1315	1456	648	895	2150	626
g5133	3935	3910	4200	6496	3979	5568	4334	3502	4040	4490	4242	2086
g5134	496	266	450	468	509	257	333	433	460	758	276	195
g5135	1764	2009	1559	2139	2601	2624	1521	2078	1040	2520	1402	1272
g5136	311	367	548	1324	434	786	830	1219	548	452	896	293
g5137	1809	2611	1832	1381	2077	3621	2177	1934	1477	1777	1801	781
g5138	169	474	250	486	667	50	339	823	168	287	140	372
g5139	2048	2440	1899	2972	2609	1981	2267	1938	1892	2962	3040	1673
g5140	558	603	408	734	830	506	1192	1200	775	900	523	439
g5141	0	2	2	2	3	11	2	5	14	0	5	2
g5142	85	16	1	33	16	184	2	18	65	2	33	3
g5143	127	35	119	128	111	90	90	91	94	23	68	150
g5144	11	17	27	46	21	17	3	36	41	12	9	19
g5145	3	0	15	30	9	1	11	16	4	20	8	1
g5146	77	88	116	77	93	124	70	69	90	88	102	71
g5147	63	66	40	47	37	173	45	36	5	62	18	24
g5148	19	18	2	47	23	24	19	5	5	248	2	12
g5149	1722	3245	3921	6954	4722	3559	3496	1245	3945	6020	3298	1516
g5150	2375	1600	3566	3543	1957	3370	3856	1881	2783	2553	3490	2000
g5151	62	81	61	70	56	45	41	25	5	112	41	14
g5152	2351	4088	3222	5667	5202	4943	2981	4530	2753	4711	3752	2244
g5153	23	21	13	19	58	22	48	124	32	42	73	18
g5154	543	510	589	323	484	892	700	736	345	683	702	364
g5155	748	896	789	805	1175	1275	729	1026	701	950	1075	487
g5156	650	1056	905	1287	821	996	690	866	873	1102	890	447
g5157	489	397	288	382	402	368	264	264	283	507	254	137
g5158	47	289	138	76	324	15	126	499	95	25	231	173
g5159	206	238	718	470	262	558	220	188	220	354	731	115
g5160	123	203	119	281	208	395	85	253	117	220	134	272
g5161	368	244	188	343	158	368	235	273	198	400	233	141
g5162	1263	2290	2092	1376	2119	2080	2513	2364	1299	2120	2401	1399
g5163	895	622	380	764	428	810	427	1144	770	575	507	310
g5164	227	341	397	201	311	329	225	218	220	246	388	185
g5165	52	146	112	104	66	174	125	143	88	144	114	64
g5166	34	36	4	62	43	35	134	62	10	58	26	108
g5167	24	51	24	21	45	45	54	21	24	25	48	23
g5168	181	12	103	57	78	156	98	98	87	2	58	1
g5169	1542	1267	1025	985	693	1847	1294	1418	931	1132	871	808
g5170	71	142	72	141	104	216	117	124	162	130	169	113
g5171	4322	5117	3598	5749	4666	4076	5159	6553	4153	5588	5529	3463
g5172	146	71	264	346	169	285	131	50	170	63	146	144
g5173	0	1	10	1	0	0	2	0	6	0	0	0
g5174	1554	2018	1403	2727	2102	1885	1006	779	456	1506	1871	671
g5175	1071	784	1309	1009	1400	1501	866	967	1047	1647	1262	669
g5176	82	121	16	69	147	141	71	42	93	42	60	10
g5177	762	2138	1462	995	2320	1277	2431	1318	1704	2018	983	1713
g5178	3	3	0	3	4	8	4	3	1	6	4	4
g5179	3	2	0	8	1	2	6	8	1	0	3	0
g5180	137	5	16	23	66	1	7	61	13	36	6	30
g5181	16	25	17	54	115	31	14	69	17	78	39	3
g5182	1236	1880	1879	889	2619	2510	2441	1986	1898	2028	2628	990
g5183	1665	3385	2624	2330	3712	3444	4311	2456	2088	2638	3438	1227
g5184	0	0	0	0	3	3	0	20	3	0	3	1
g5185	33	10	48	22	18	29	31	30	18	67	35	10
g5186	1022	794	872	861	807	909	796	602	579	1275	851	495
g5187	78	145	186	111	58	81	114	93	180	90	145	59
g5188	844	936	1166	1575	1484	1647	1404	908	1147	1386	1747	732
g5189	160	61	593	792	250	310	241	230	366	178	105	292
g5190	2068	1126	2112	2512	2205	1487	1524	2729	1851	1701	2509	633
g5191	2	9	4	6	5	8	3	4	4	4	1	6
g5192	36	39	28	41	28	37	38	21	36	40	32	37
g5193	3829	2713	7918	8564	4602	9897	3725	2220	8143	6517	13334	884
g5194	1015	1894	2146	1686	1475	2628	2448	1974	1096	1631	2311	981
g5195	862	1461	1509	1753	1129	1436	1241	1222	1096	2076	1416	951
g5196	149	156	123	51	288	181	126	189	185	135	159	99
g5197	13	13	27	26	38	5	16	22	10	22	25	24
g5198	521	78	77	228	276	169	94	172	68	135	219	275
g5199	654	553	908	1516	1415	1574	1144	1590	726	989	1602	419
g5200	253	351	167	172	216	260	317	171	236	339	366	192
g5201	64	77	148	53	159	32	47	109	103	2	56	53
g5202	579	635	1242	1059	685	1466	707	477	757	1065	1278	536
g5203	7	0	1	1	4	0	0	13	1	13	0	2
g5204	26	11	8	1	26	20	17	48	24	26	75	18
g5205	514	299	481	637	164	775	365	438	451	480	508	291
g5206	452	1042	902	849	1298	1530	980	1024	805	451	540	337
g5207	2	0	3	0	2	0	0	12	22	1	9	0
g5208	2	6	8	4	0	4	3	7	0	2	13	2
g5209	3	2	1	1	3	1	0	2	3	2	4	2
g5210	836	420	438	613	1034	948	682	1027	712	991	1243	514
g5211	332	150	470	457	662	598	195	566	390	815	718	303
g5212	13	0	5	1	0	22	0	0	21	140	0	13
g5213	5	13	11	16	4	10	10	10	6	22	5	2
g5214	62	65	113	203	69	47	87	102	77	131	190	54
g5215	8606	11988	13690	8727	10197	14839	15555	11139	8827	13379	14281	6132
g5216	939	352	1209	1367	504	1377	1214	773	776	1626	1582	533
g5217	38	53	88	51	63	84	35	47	38	43	59	36
g5218	40	18	9	8	26	82	12	19	6	40	18	1
g5219	18	42	63	20	6	21	15	1	22	5	19	19
g5220	1201	928	1263	1224	782	1344	1009	1338	970	817	1144	618
g5221	0	20	8	1	2	2	0	0	1	2	2	0
g5222	970	557	131	557	657	680	948	1034	1097	1532	2364	203
g5223	0	0	0	0	54	3	0	11	0	15	0	0
g5224	3	13	17	20	16	11	16	7	7	12	14	7
g5225	737	562	2141	380	1028	955	3035	2416	773	2463	3116	436
g5226	158	21	50	20	31	166	3	41	63	24	20	92
g5227	1	2	2	2	2	1	2	3	1	5	3	1
g5228	20	18	13	13	18	30	7	43	7	35	13	21
g5229	4156	4373	5638	6617	6508	8134	5579	6697	5595	5567	5221	2484
g5230	188	222	117	314	146	505	335	218	319	415	287	144
g5231	79	19	37	150	17	11	31	18	81	53	29	27
g5232	2402	2486	1513	3750	3150	1736	1950	3268	2159	3849	1678	1300
g5233	73	86	51	142	44	158	115	50	106	147	29	69
g5234	13	21	19	28	36	8	16	37	20	21	29	21
g5235	408	301	392	641	332	410	323	492	344	203	251	58
g5236	705	1588	1555	1298	4155	2360	230	352	2735	2636	2077	252
g5237	2836	4802	4438	5036	3371	6126	4855	4004	5388	6123	4721	2592
g5238	243	149	137	270	132	166	227	281	139	328	362	45
g5239	227	295	392	534	524	467	424	538	435	211	554	224
g5240	595	649	279	568	535	661	377	583	234	484	1006	256
g5241	23	29	20	81	49	72	59	52	70	51	31	5
g5242	208	301	153	206	214	290	354	175	302	242	136	22
g5243	1021	1843	2884	2139	1549	2365	2517	2076	2238	2498	1858	1336
g5244	57	174	125	172	217	158	143	62	117	54	50	72
g5245	1	13	1	0	5	2	1	10	5	11	2	3
g5246	510	214	328	583	855	790	570	412	331	192	541	375
g5247	2448	1912	4774	2196	3645	3142	4280	2304	2102	5215	2145	4700
g5248	9	41	10	12	50	41	33	28	20	32	34	13
g5249	141	43	110	40	115	92	93	97	112	80	77	57
g5250	28	11	20	12	3	21	15	1	18	9	17	3
g5251	333	300	242	147	232	62	144	126	137	202	132	119
g5252	743	876	704	757	1317	864	552	768	624	744	968	463
g5253	1572	1472	1580	1743	1723	1601	1323	1354	1156	2042	1392	850
g5254	89	24	25	69	69	3	4	46	9	39	53	49
g5255	187	125	279	220	235	250	314	255	241	221	252	143
g5256	0	0	10	8	4	13	0	1	13	3	0	4
g5257	2271	2424	2577	1994	4344	2531	3077	3409	1253	2253	2106	1211
g5258	15	4	2	3	23	3	8	6	0	69	42	7
g5259	14	97	80	80	18	101	107	31	109	55	51	30
g5260	2583	1904	5420	5055	3785	9469	3604	6581	1269	4310	5151	3327
g5261	198	158	355	291	246	256	326	198	168	379	158	86
g5262	7888	7032	11313	11284	12504	8585	10276	8762	5230	8002	19519	12022
g5263	11	0	4	0	16	0	0	2	0	15	1	1
g5264	129	444	246	415	241	387	281	175	215	242	156	110
g5265	1003	1223	1157	1471	1379	1409	1118	1212	1026	1386	1812	830
g5266	53	0	0	0	0	0	0	15	39	0	1	0
g5267	2622	2528	3998	4638	3335	5910	3508	2131	2831	4843	3024	2361
g5268	1696	2296	3827	4233	2834	1999	4119	2567	2128	2305	3901	2793
g5269	207	389	354	392	403	651	570	320	333	592	403	144
g5270	271	112	320	365	189	305	423	252	191	137	237	280
g5271	55	44	143	64	36	132	84	43	70	102	36	26
g5272	28	26	40	18	21	13	12	22	7	59	41	27
g5273	5528	5933	7577	6760	7180	9320	9782	5557	6442	7123	7172	4400
g5274	3330	2362	3618	1922	2785	731	2693	2105	2101	3317	2010	2801
g5275	791	526	1274	800	1170	1329	1801	1788	1273	1012	1202	315
g5276	17	8	30	20	1	15	11	14	15	9	3	28
g5277	758	768	1297	708	907	1045	614	1135	736	690	651	437
g5278	396	1395	1561	1316	2370	2995	2273	702	1157	2599	3519	408
g5279	1049	1023	909	849	878	1209	605	790	958	801	1110	640
g5280	7	22	37	19	4	44	9	18	34	17	32	2
g5281	50	85	75	104	13	77	44	90	221	23	26	10
g5282	95	173	122	34	61	197	90	61	132	35	127	75
g5283	21	68	19	9	49	41	62	20	3	1	48	21
g5284	579	488	483	563	656	662	504	459	375	561	361	284
g5285	547	429	463	275	479	356	287	475	168	696	494	185
g5286	14	8	6	8	9	32	19	8	7	14	10	11
g5287	25	6	40	14	7	50	14	33	37	31	29	53
g5288	16	9	21	1	45	7	7	14	1	76	19	11
g5289	213	152	297	199	208	197	230	226	323	426	197	56
g5290	494	785	139	985	945	737	2119	879	994	939	1121	293
g5291	8	8	13	8	12	23	19	11	21	39	11	10
g5292	149	254	70	300	7	178	44	69	218	565	436	63
g5293	11	24	23	16	16	13	8	22	3	10	23	7
g5294	1286	1414	1250	1462	2560	1010	1145	1395	1173	1690	1292	793
g5295	5	16	1	6	2	18	44	20	25	20	3	16
g5296	372	444	475	480	502	745	599	813	488	795	826	305
g5297	84	54	82	135	101	111	62	67	113	147	73	40
g5298	6	4	4	9	9	5	4	11	7	5	6	4
g5299	391	1023	662	1724	1563	1925	1402	472	1222	81	709	306
g5300	729	175	582	2543	2172	3019	1232	2306	1617	1579	2370	1147
g5301	31	15	20	47	23	22	27	32	11	52	14	17
g5302	0	1	0	95	0	0	24	0	81	0	671	0
g5303	386	394	246	279	351	416	255	152	287	314	198	152
g5304	162	112	130	163	172	106	170	185	122	231	182	44
g5305	6	14	3	20	26	4	12	0	11	0	50	3
g5306	492	279	336	457	342	321	407	502	441	448	494	177
g5307	5	1	0	1	3	0	7	3	1	8	10	1
g5308	982	1299	869	1152	1212	1102	973	1485	726	1134	867	808
g5309	1017	549	1439	1992	911	2685	770	1999	1437	1521	1595	817
g5310	1187	1151	1186	916	1897	1453	1021	2220	1988	1478	3728	912
g5311	348	112	198	605	198	270	656	153	320	360	699	362
g5312	5	6	12	5	10	18	0	4	8	10	9	3
g5313	8254	5285	9842	12311	6117	12410	8306	9830	8668	8426	10790	4272
g5314	6	15	6	10	2	7	11	8	3	3	9	1
g5315	11	14	28	7	13	17	52	28	10	29	11	24
g5316	2290	2115	1927	2246	2163	2841	1446	2459	2359	3092	2829	952
g5317	34	17	10	20	29	4	50	28	4	67	26	16
g5318	8	6	11	11	6	12	3	4	2	9	4	3
g5319	6448	3141	9563	4213	5864	7746	5517	5629	6907	5094	7465	4233
g5320	2	0	5	4	7	0	12	6	3	10	6	0
g5321	1172	2116	1231	1940	1816	2860	1773	1636	1687	1940	2112	1057
g5322	42	22	41	39	51	24	28	12	45	24	17	22
g5323	2	8	8	2	2	4	7	1	10	3	3	4
g5324	50	143	79	61	75	46	80	114	44	74	143	73
g5325	41	18	43	47	47	62	18	57	48	32	59	11
g5326	22	28	58	25	12	60	20	13	26	44	49	18
g5327	4857	4800	6619	7883	5333	7496	6699	6305	4258	6663	6690	4104
g5328	6	7	3	7	12	4	3	2	1	5	24	7
g5329	3060	3258	4138	3443	2865	4567	3346	4625	2551	5371	5435	3871
g5330	94	70	96	196	86	80	146	80	124	118	153	57
g5331	12	24	25	39	19	18	40	17	22	31	29	18
g5332	263	168	253	231	261	351	171	225	179	309	203	122
g5333	276	263	311	253	515	261	277	333	246	275	253	127
g5334	127	83	261	0	447	529	68	104	2	452	123	0
g5335	214	235	69	219	437	243	210	266	243	269	402	106
g5336	0	1	1	3	1	2	1	6	9	3	4	2
g5337	246	108	341	169	161	106	186	257	359	602	325	134
g5338	746	4124	2558	2810	3038	6085	2318	2957	1658	3358	2147	1496
g5339	10	27	3	25	3	17	97	21	5	2	15	380
g5340	85	136	213	145	99	209	99	122	39	182	191	71
g5341	131	47	30	0	13	0	26	1	0	84	2	0
g5342	1	0	3	6	2	12	1	6	14	4	1	2
g5343	1746	927	2253	2618	1345	2009	1614	1446	1195	1140	1298	707
