	sample1	sample2	sample3	sample4	sample5	sample6
g5498	8	21	5	12	39	12
g5499	33	28	56	23	20	17
g5500	6704	5796	11331	5817	7096	2711
g5501	694	764	776	505	368	157
g5502	605	754	453	297	1162	350
g5503	439	453	627	421	571	180
g5504	1	1	12	1	10	2
g5505	418	716	526	410	558	313
g5506	47	139	49	64	39	61
g5507	0	7	4	2	6	1
g5508	348	831	102	256	176	313
g5509	6754	12869	9035	3011	7322	4287
g5510	13	9	6	5	8	9
g5511	77	11	0	2	159	0
g5512	3700	4172	4047	4096	3849	2526
g5513	1	11	8	6	12	8
g5514	1	1	0	1	3	2
g5515	1929	2476	3254	1253	2217	1532
g5516	3651	4249	5961	2542	5363	1825
g5517	3607	3444	1694	4019	5975	1984
g5518	490	523	694	470	605	240
g5519	942	1133	809	793	1003	560
g5520	37	35	108	79	101	16
g5521	1722	1202	1987	977	1633	711
g5522	2238	2578	2114	2607	2637	1007
g5523	5817	12118	6546	4689	9920	4856
g5524	235	493	445	175	79	144
g5525	32	3	1	2	28	7
g5526	553	1030	419	569	808	541
g5527	1274	791	647	534	849	569
g5528	434	478	31	234	377	4
g5529	60	19	3	45	32	20
g5530	652	912	441	466	584	66
g5531	1266	877	1536	903	1066	941
g5532	141	157	133	57	84	36
g5533	61	334	876	175	142	135
g5534	875	1268	1575	645	1364	758
g5535	2347	5526	3932	2584	7029	1929
g5536	627	984	677	478	770	391
g5537	69	84	10	27	163	22
g5538	1201	1291	1974	487	2341	1172
g5539	7	2	1	1	1	0
g5540	29767	32977	24524	13830	25388	12753
g5541	594	1698	1151	579	1237	773
g5542	34	22	166	33	27	29
g5543	81	191	114	94	108	100
g5544	135	83	274	132	496	323
g5545	223	536	275	222	499	203
g5546	71	119	129	20	39	61
g5547	1	5	5	1	4	3
g5548	77	359	351	115	238	240
g5549	6	56	1	1	88	8
g5550	129	76	74	81	106	23
g5551	176	179	58	32	56	42
g5552	242	240	293	217	1636	58
g5553	335	917	434	176	78	241
g5554	448	831	796	463	1031	355
g5555	219	290	295	103	231	183
g5556	8	13	5	1	2	4
g5557	18	54	73	39	23	17
g5558	135	137	138	65	182	38
g5559	9	5	4	5	10	1
g5560	30	28	2	19	55	19
g5561	13	4	6	5	48	19
g5562	1301	3604	2698	1250	1965	1308
g5563	23	22	18	12	19	11
g5564	148	453	230	101	387	264
g5565	4424	7272	7526	4638	8331	5271
g5566	22	15	6	4	16	11
g5567	37	22	33	33	25	21
g5568	10668	27552	38954	14036	13627	7611
g5569	41	50	46	38	29	21
g5570	926	95	2021	315	362	861
g5571	1740	1873	2067	857	2098	1369
g5572	33	34	22	48	71	22
g5573	142	78	54	4	88	29
g5574	10	157	31	33	23	37
g5575	7	7	8	6	10	4
g5576	7	20	19	10	9	5
g5577	34	176	18	32	144	34
g5578	3058	631	2346	4111	1731	985
g5579	39382	12934	35617	29346	39926	25012
g5580	89	205	141	67	115	116
g5581	154	232	24	73	145	14
g5582	9	24	1	62	17	7
g5583	2666	7623	3035	2719	4008	814
g5584	1456	1729	1698	1392	1750	1502
g5585	36	21	3	4	5	18
g5586	4	2	9	2	5	8
g5587	2279	1748	1960	914	2685	898
g5588	3790	2857	3673	2454	3937	1683
g5589	789	882	968	452	910	543
g5590	585	653	474	530	906	314
g5591	2	17	5	2	10	2
g5592	988	1584	1941	953	1048	829
g5593	422	267	74	72	219	46
g5594	862	2247	1005	631	1123	529
g5595	42	43	67	15	7	58
g5596	32	18	16	1	27	18
g5597	68	72	121	86	57	36
g5598	639	946	1578	363	466	349
g5599	6	16	8	10	1	8
g5600	2	0	2	1	0	6
g5601	227	471	563	229	275	265
g5602	31	27	70	42	26	34
g5603	32	41	53	56	151	94
g5604	23	31	24	27	53	10
g5605	4	9	5	14	4	10
g5606	393	683	619	559	594	350
g5607	78	26	40	27	30	36
g5608	27	35	39	39	34	22
g5609	162	173	208	184	197	97
g5610	17	43	62	26	33	19
g5611	9	21	11	15	8	17
g5612	65	786	178	142	529	264
g5613	115	209	113	111	251	178
g5614	2	52	32	5	21	13
g5615	39	77	74	53	69	34
g5616	851	881	446	1364	1015	579
g5617	323	365	409	196	479	335
g5618	280	550	522	110	678	378
g5619	8	25	56	18	25	7
g5620	51	136	85	31	39	30
g5621	0	13	1	19	4	0
g5622	16	29	41	39	77	22
g5623	36	50	129	58	75	30
g5624	354	427	295	224	477	157
g5625	28	74	70	42	67	24
g5626	15	28	40	9	51	14
g5627	716	1856	755	1298	939	556
g5628	1194	850	569	510	739	567
g5629	9979	12426	12214	7322	5481	6517
g5630	0	0	0	1	3	33
g5631	297	618	183	128	467	177
g5632	31	69	74	51	53	22
g5633	7678	22652	14218	11515	15693	5079
g5634	491	872	764	562	703	256
g5635	3054	7078	4828	2588	5231	3098
g5636	133	188	253	94	363	128
g5637	5	13	31	59	30	11
g5638	29	80	10	107	0	9
g5639	5	2	3	1	11	3
g5640	290	188	437	279	290	111
g5641	1	0	15	0	0	5
g5642	6	6	9	1	19	4
g5643	646	2313	1329	1001	1691	972
g5644	907	1354	576	407	702	345
g5645	777	1406	1901	1721	1754	1139
g5646	362	347	261	186	278	103
g5647	0	3	0	0	7	0
g5648	0	0	5	0	1	1
g5649	313	1069	530	470	362	446
g5650	1634	2708	2007	1870	1876	1579
g5651	1875	1690	2328	1159	2394	716
g5652	5	1	7	3	7	1
g5653	21	63	29	29	42	34
g5654	4	20	5	109	102	8
g5655	2575	1332	1930	1313	2439	1159
g5656	2420	2751	2588	1364	2117	935
g5657	3	11	8	1	2	3
g5658	20	5	6	2	16	9
g5659	47	26	6	76	32	6
g5660	48	28	22	37	91	15
g5661	16296	20224	15760	15079	21194	13765
g5662	1	0	0	4	4	0
g5663	27	11	3	1	2	4
g5664	122	262	61	1	149	72
g5665	659	831	819	520	824	483
g5666	140	149	253	123	399	167
g5667	688	889	630	282	550	353
g5668	51	60	26	25	24	21
g5669	49	81	43	46	94	27
g5670	267	254	548	225	206	232
g5671	519	1029	1101	1395	1243	551
g5672	38	58	22	13	23	32
g5673	58	35	83	68	9	11
g5674	0	1	0	1	11	1
g5675	1	13	0	2	11	0
g5676	5700	2001	2602	956	2741	3275
g5677	92	1	166	142	243	25
g5678	329	956	842	372	1393	358
g5679	25	146	25	13	72	52
g5680	142	78	115	117	132	69
g5681	876	1498	842	498	483	541
g5682	1	13	3	6	2	0
g5683	95	178	128	59	151	64
g5684	909	774	737	511	774	396
g5685	5	14	5	1	2	4
g5686	232	314	361	168	233	201
g5687	2795	995	655	286	606	1024
g5688	7417	1232	10226	5431	3769	2089
g5689	207	279	102	84	192	209
g5690	152	132	221	137	122	123
g5691	575	1197	176	256	279	559
g5692	104	872	162	331	426	125
g5693	213	112	142	232	168	153
g5694	56	216	136	64	259	157
g5695	17	23	45	8	34	19
g5696	61	48	56	57	72	30
g5697	32	20	25	9	32	13
g5698	2886	3635	2915	1640	2372	1527
g5699	892	1403	788	977	1850	478
g5700	8	22	0	6	5	9
g5701	1452	848	1704	317	824	953
g5702	111	178	271	173	132	88
g5703	2	6	1	2	19	7
g5704	183	196	126	147	119	139
g5705	2407	5735	4998	3569	3579	3113
g5706	11	91	61	18	69	24
g5707	214	283	272	180	319	164
g5708	156	242	121	89	310	91
g5709	758	1386	4078	1951	2001	105
g5710	261	486	637	432	888	375
g5711	6	7	14	60	35	29
g5712	1821	2988	1261	1176	875	543
g5713	263	292	397	226	214	120
g5714	1354	3733	1691	1364	2630	1814
g5715	328	373	564	250	282	218
g5716	18	2	4	4	0	1
g5717	102	97	125	70	119	33
g5718	2989	4607	1819	2289	3580	1270
g5719	7068	15141	8458	6525	7076	5619
g5720	1156	965	1887	304	1312	643
g5721	57	38	50	105	37	196
g5722	6	9	2	3	5	1
g5723	15	5	4	2	6	0
g5724	268	162	131	140	247	122
g5725	150	283	150	171	234	129
g5726	1696	2503	754	1124	494	590
g5727	0	0	0	0	0	2
g5728	853	1467	672	611	1220	487
g5729	10	5	1	1	2	4
g5730	80	135	89	48	150	28
g5731	114	226	301	78	158	61
g5732	0	14	79	35	66	1
g5733	1	13	2	1	1	1
g5734	17	4	24	13	5	1
g5735	22	33	10	11	15	5
g5736	26254	31811	20156	16966	26453	9867
g5737	190	510	367	378	502	360
g5738	4924	3916	4677	1867	5568	2086
g5739	73	128	13	2	14	17
g5740	56	0	61	1	28	2
g5741	661	263	809	67	715	1779
g5742	9097	19289	32413	12627	26656	9299
g5743	2810	2806	3386	2663	1655	3200
g5744	12	16	30	5	2	9
g5745	10	1096	305	1193	324	59
g5746	105	109	128	109	121	84
g5747	569	1196	585	434	703	544
g5748	662	1077	896	360	612	365
g5749	3085	2769	2905	1727	6596	2004
g5750	1	6	4	3	2	4
g5751	1151	1994	2180	964	1092	582
g5752	258	370	255	222	223	169
g5753	124	278	686	215	359	91
g5754	8463	5194	8223	5545	6268	8385
g5755	3	14	5	4	5	0
g5756	23	6	2	0	6	0
g5757	335	595	465	422	599	169
g5758	105	110	150	73	141	54
g5759	6	7	18	29	1	0
g5760	1127	1626	875	596	1239	992
g5761	8	30	15	3	5	6
g5762	1475	2198	2104	1392	2623	746
g5763	100	29	39	3	10	8
g5764	62	65	105	44	70	44
g5765	1005	1457	1059	683	1065	645
g5766	17	20	26	17	34	12
g5767	5	7	2	5	5	3
g5768	14	98	23	256	397	59
g5769	179	246	141	176	380	62
g5770	32	9	52	19	8	8
g5771	95	133	72	74	130	64
g5772	5886	5252	4864	3610	2793	2193
g5773	1	1	2	3	0	4
g5774	45	68	131	136	66	18
g5775	116	501	230	162	393	297
g5776	9645	14577	7840	6411	9573	6101
g5777	89	50	167	131	499	98
g5778	992	2982	1951	1867	2470	2475
g5779	11503	9612	11764	7567	16136	10041
g5780	149	548	351	147	391	457
g5781	64	1	35	9	92	14
g5782	123	135	73	80	148	24
g5783	14	148	13	100	211	15
g5784	4760	6856	5498	4188	6489	2618
g5785	11	61	39	14	26	20
g5786	376	582	798	463	677	226
g5787	1227	1774	805	783	1330	705
g5788	2	9	11	10	58	4
g5789	3157	2886	3702	2925	4729	1806
g5790	1039	1586	1124	1272	1628	698
g5791	1453	1861	2076	1329	2428	963
g5792	0	4	3	0	1	1
g5793	2	4	0	2	3	0
g5794	386	759	428	529	303	447
g5795	3	5	3	1	1	18
g5796	570	699	677	268	311	344
g5797	1246	1358	2349	646	1916	787
g5798	1	5	5	1	6	4
g5799	284	215	296	103	245	170
g5800	3411	3213	1773	958	3496	1043
g5801	10	51	31	22	10	1
g5802	337	664	397	687	969	382
g5803	271	312	228	153	316	162
g5804	1239	1644	2189	944	1756	786
g5805	399	376	389	610	469	210
g5806	153	631	870	736	1520	696
g5807	654	430	896	270	420	471
g5808	3487	847	6102	159	6656	2759
g5809	366	449	391	679	506	342
g5810	1900	1676	1093	1579	1405	1613
g5811	508	415	510	252	475	158
g5812	863	1967	1520	1190	2216	1056
g5813	48969	58255	27532	48706	61628	10380
g5814	511	106	595	50	574	254
g5815	44	10	75	19	100	66
g5816	257	171	240	211	165	216
g5817	4	5	4	7	1	5
g5818	1337	1466	1011	572	673	746
g5819	46	18	16	36	70	15
g5820	85	132	162	88	137	129
g5821	7	10	6	8	8	14
g5822	449	863	458	450	811	552
g5823	124	120	110	77	156	46
g5824	2	6	5	2	18	5
g5825	140	69	115	54	44	18
g5826	8637	10731	15316	4990	9276	3817
g5827	0	15	10	14	33	8
g5828	70	58	106	54	73	60
g5829	1077	1699	955	441	1559	654
g5830	10	12	4	0	1	0
g5831	9	17	11	11	11	8
g5832	207	188	273	169	178	99
g5833	9	104	26	50	52	5
g5834	7	11	20	6	9	6
g5835	3779	4595	4030	4138	5736	2419
g5836	84	237	97	61	113	24
g5837	2623	3353	2346	3419	2512	1852
g5838	2086	1823	1672	1184	1714	1239
g5839	414	655	1100	471	623	357
g5840	333	402	523	1114	698	1415
g5841	1877	2875	1909	1691	2441	1236
g5842	342	237	389	629	312	258
g5843	1429	2147	1623	1030	1469	730
g5844	118	160	86	50	168	42
g5845	24	41	47	27	19	14
g5846	200	234	164	274	312	132
g5847	70	39	40	40	56	17
g5848	3	6	3	2	7	5
g5849	156	94	130	127	106	40
g5850	787	433	574	860	642	128
g5851	17	52	8	66	27	12
g5852	773	861	776	230	575	243
g5853	9	0	3	4	3	4
g5854	11	13	7	0	8	4
g5855	89	68	382	65	97	172
g5856	3620	5066	3401	3404	2223	2498
g5857	24	77	37	29	51	12
g5858	0	1	0	9	0	0
g5859	139	374	174	349	283	160
g5860	76	53	93	13	34	19
g5861	657	667	875	633	675	633
g5862	16	46	38	18	24	28
g5863	3	35	9	1	2	5
g5864	20	55	65	11	55	49
g5865	213	352	284	146	375	164
g5866	461	1054	624	432	2143	337
g5867	1254	816	2474	439	1900	831
g5868	4	7	5	1	10	5
g5869	109	358	199	219	164	104
g5870	547	878	1071	402	937	243
g5871	9	12	57	8	51	41
g5872	2408	3157	2279	1804	2438	1710
g5873	2	3	26	9	16	3
g5874	3	74	28	7	62	56
g5875	0	0	2	4	2	1
g5876	1002	1083	674	713	647	576
g5877	10	18	12	9	22	24
g5878	92	162	96	35	69	42
g5879	69	52	1038	805	292	138
g5880	3359	1304	1855	1979	1759	2248
g5881	8	13	7	12	12	7
g5882	257	129	168	18	133	67
g5883	2	0	0	6	4	4
g5884	1914	2603	2435	1570	2298	1430
g5885	3	2	13	13	0	2
g5886	1804	2010	1385	1216	2529	1999
g5887	458	1010	483	517	684	350
g5888	2304	2330	2831	2163	2435	1168
g5889	195	434	322	185	268	330
g5890	375	796	499	416	427	225
g5891	7121	8313	5666	3386	9048	4160
g5892	3415	6834	6915	5811	6762	2857
g5893	82	177	52	42	128	28
g5894	264	282	180	100	174	133
g5895	62	114	94	121	113	87
g5896	127	186	153	95	233	134
g5897	45	139	57	65	75	7
g5898	11	15	14	6	10	11
g5899	278	244	84	47	762	88
g5900	194	219	174	160	144	73
g5901	0	19	98	90	28	33
g5902	2016	1031	1696	695	1503	938
g5903	0	16	0	0	4	0
g5904	138	129	173	141	174	80
g5905	104	163	158	189	225	166
g5906	674	503	426	270	605	281
g5907	7	13	7	2	2	1
g5908	37	56	9	2	584	29
g5909	23	101	44	2	17	14
g5910	28	32	3	19	26	14
g5911	58	128	177	90	82	80
g5912	28	20	18	14	42	15
g5913	58	220	187	45	107	78
g5914	1364	2773	2021	268	1192	968
g5915	456	491	900	567	1454	135
g5916	43	24	70	41	46	24
g5917	947	1476	704	2144	1457	435
g5918	253	178	178	123	224	218
g5919	213	492	303	436	418	223
g5920	33	12	18	49	20	38
g5921	105	215	193	58	350	110
g5922	7297	2555	840	1945	6383	875
g5923	19	37	13	13	18	2
g5924	29	38	15	13	24	14
g5925	138	159	248	144	324	95
g5926	1429	1040	288	738	549	170
g5927	1276	2097	2234	1303	1652	705
g5928	597	392	188	306	332	240
g5929	4133	3892	2886	3174	4615	3633
g5930	32	21	24	8	9	13
g5931	272	495	352	204	259	165
g5932	1047	1189	1451	1429	743	1172
g5933	48	84	49	50	41	14
g5934	11	50	2	10	5	8
g5935	111	1107	643	299	588	656
g5936	672	447	436	287	514	185
g5937	6	12	2	4	3	3
g5938	34	42	26	12	44	9
g5939	54	95	71	62	117	37
g5940	43	70	155	6	147	17
g5941	1265	1725	1127	1146	1112	1040
g5942	100	193	148	152	154	54
g5943	44	98	20	51	45	95
g5944	363	484	463	458	238	283
g5945	268	252	282	84	155	185
g5946	7	11	4	6	5	6
g5947	84	92	131	66	69	43
g5948	17	7	8	26	14	12
g5949	754	1491	1110	843	1526	687
g5950	3451	4064	2814	3124	2664	1337
g5951	1	5	0	2	2	2
g5952	7	0	7	1	2	6
g5953	4	6	4	7	7	0
g5954	186	70	95	102	177	75
g5955	57	72	41	35	100	50
g5956	16	34	25	21	71	4
g5957	10	9	67	7	24	2
g5958	210	195	333	20	234	139
g5959	279	236	119	221	360	157
g5960	660	1009	1129	814	946	520
g5961	565	842	1362	944	1067	412
g5962	7	8	4	0	5	5
g5963	754	1757	439	615	1344	502
g5964	33	36	78	33	67	56
g5965	127	61	180	72	283	226
g5966	319	1353	937	931	768	537
g5967	6	12	22	9	8	3
g5968	25	29	77	9	67	12
g5969	1976	5299	3564	2574	4659	6923
g5970	12	20	10	9	7	5
g5971	228	115	214	130	202	44
g5972	65	268	211	172	199	217
g5973	12	63	5	17	8	9
g5974	2049	2290	2771	1291	2356	1058
g5975	19	3	4	0	5	1
g5976	234	306	103	347	440	114
g5977	0	4	14	5	8	1
g5978	685	1628	527	620	537	316
g5979	185	83	181	444	454	171
g5980	279	1705	529	1777	2447	1335
g5981	82	156	109	80	79	38
g5982	3183	4648	2759	3281	3496	2042
g5983	508	856	1294	375	546	387
g5984	25	64	110	5	11	20
g5985	140	63	254	96	120	92
g5986	138	189	132	74	119	96
g5987	31	55	133	8	19	16
g5988	3	6	3	4	6	1
g5989	6306	6237	9213	3481	7548	2141
g5990	37	20	85	143	177	41
g5991	96	84	45	41	42	19
g5992	2382	4016	2770	2036	3117	1594
g5993	9	11	8	37	25	8
g5994	9	6	2	1	25	8
g5995	31	54	7	25	0	2
g5996	324	825	835	343	947	332
g5997	365	714	650	162	236	219
g5998	142	148	169	96	153	140
g5999	505	1283	1331	1112	1017	673
g6000	12	42	25	16	19	15
g6001	434	778	655	198	1741	469
g6002	33	40	30	24	17	40
g6003	231	161	202	199	361	107
g6004	9	0	27	1792	39	98
g6005	29	40	19	26	52	22
g6006	1147	2193	955	1445	848	770
g6007	3	0	17	7	2	1
g6008	0	0	0	2	10	1
g6009	805	1845	1046	860	849	629
g6010	80	103	55	47	95	45
g6011	129	389	495	274	335	321
g6012	7214	10400	4630	5210	8265	6554
g6013	533	599	516	490	596	375
g6014	167	133	39	18	103	18
g6015	0	1	18	12	0	0
g6016	3608	3282	1655	1255	2780	1724
g6017	337	541	200	228	512	263
g6018	0	6	3	2	3	0
g6019	2	0	4	5	3	2
g6020	802	1153	1342	830	1627	357
g6021	413	279	470	353	551	118
g6022	858	997	512	500	1116	502
g6023	28	12	18	15	36	11
g6024	764	3585	2795	3273	1997	1255
g6025	110	231	14	181	80	9
g6026	6	29	11	24	21	20
g6027	61	81	75	70	57	92
g6028	73	115	604	369	139	119
g6029	7137	6455	6639	3509	6062	3918
g6030	122	56	59	49	55	72
g6031	45	82	58	49	51	29
g6032	0	6	5	1	0	0
g6033	398	610	467	355	503	269
g6034	2	5	5	3	6	2
g6035	531	306	471	127	583	337
g6036	74	114	89	79	60	54
g6037	92	208	122	57	169	64
g6038	746	596	1665	650	1876	624
g6039	50	72	22	53	44	8
g6040	1600	2662	2461	1432	1545	1073
g6041	5	5	5	3	4	1
g6042	1	0	0	2	0	8
g6043	332	857	693	742	484	396
g6044	45	117	27	85	32	19
g6045	538	743	429	336	398	159
g6046	96	68	116	85	121	42
g6047	4	35	82	2	3	30
g6048	291	256	278	135	173	154
g6049	23	16	15	20	9	18
g6050	689	897	504	621	1194	630
g6051	104	102	99	89	95	67
g6052	0	2	0	3	7	5
g6053	40	58	63	71	54	45
g6054	36	29	34	15	51	18
g6055	9	7	0	0	1	1
g6056	55	51	47	35	63	45
g6057	767	1436	1420	683	889	386
g6058	22	16	24	11	30	4
g6059	134	88	46	19	321	26
g6060	1395	2015	1320	1712	1687	1348
g6061	11	17	10	2	16	5
g6062	908	1081	1145	664	803	655
g6063	752	1095	787	597	772	516
g6064	1412	954	1357	581	1825	1790
g6065	74	49	30	15	77	5
g6066	48	16	17	13	46	10
g6067	53	107	56	29	53	38
g6068	375	3	84	43	60	87
g6069	6	14	28	40	58	32
g6070	12688	15781	12991	8139	14117	8633
g6071	51	39	158	61	53	54
g6072	24	377	38	70	723	4
g6073	114	186	82	131	241	87
g6074	4	12	9	5	10	10
g6075	0	27	4	20	9	3
g6076	111	175	339	77	145	86
g6077	77	111	45	30	247	131
g6078	0	0	8	2	0	5
g6079	65	4	21	20	8	16
g6080	526	183	512	295	223	97
g6081	4	5	8	10	1	0
g6082	7	5	5	5	2	3
g6083	821	443	968	157	492	215
g6084	18	25	41	18	22	10
g6085	1	8	15	7	10	14
g6086	43	135	124	50	54	88
g6087	66	42	21	15	45	47
g6088	152	168	332	202	142	188
g6089	32	105	42	41	67	38
g6090	53776	125459	104464	58345	94383	36330
g6091	686	48	25	32	469	80
g6092	16	20	26	32	22	26
g6093	732	330	571	871	552	88
g6094	84	196	122	65	48	103
g6095	361	887	752	506	598	291
g6096	101	109	106	114	152	118
g6097	13	17	17	11	10	5
g6098	267	416	150	989	146	123
g6099	12	11	3	10	7	8
g6100	56	133	70	37	74	39
g6101	41	18	15	4	16	19
g6102	3089	3134	2303	2161	4152	1493
g6103	1451	2634	2115	722	1488	911
g6104	4	22	17	18	8	9
g6105	36	67	95	57	53	38
g6106	561	589	1270	318	739	423
g6107	4771	6505	6469	3454	5119	2678
g6108	650	507	438	337	470	290
g6109	233	144	426	162	182	77
g6110	100	132	108	98	130	65
g6111	101	142	68	51	169	80
g6112	4	4	1	1	3	1
g6113	580	361	730	517	1056	223
g6114	137	126	202	70	98	91
g6115	718	1077	991	647	867	457
g6116	276	419	383	518	760	81
g6117	80	77	133	52	10	28
g6118	110	207	173	69	135	88
g6119	23	18	31	17	7	11
g6120	53	99	71	52	58	37
g6121	91	178	44	113	133	197
g6122	522	1470	651	363	943	371
g6123	133	153	340	108	260	114
g6124	611	616	511	153	429	125
g6125	9	3	7	21	24	6
g6126	679	1137	930	726	653	491
g6127	7	1	65	33	50	45
g6128	3064	7626	6220	2890	3627	2964
g6129	0	18	8	16	3	2
g6130	104	246	158	13	337	147
g6131	952	1034	490	831	1145	357
g6132	3552	1892	2264	2165	1846	1104
g6133	259	285	138	16	36	45
g6134	0	2	0	2	3	1
g6135	12	38	11	33	53	19
g6136	12934	20592	21395	11806	8823	10376
g6137	9	32	20	19	19	15
g6138	10	30	16	20	17	9
g6139	808	546	566	606	443	288
g6140	87	115	70	96	56	14
g6141	1673	3316	1925	2400	2534	1040
g6142	595	436	552	473	727	309
g6143	10	15	15	7	20	9
g6144	0	5	2	1	2	0
g6145	2	6	0	4	3	0
g6146	42	16	14	6	79	30
g6147	44	25	42	35	47	63
g6148	619	394	449	376	905	302
g6149	7	4	3	2	0	1
g6150	741	1627	989	773	1172	532
g6151	24	7	87	4	9	17
g6152	18	126	89	139	126	12
g6153	8	12	10	3	2	3
g6154	2298	1439	2067	1089	923	732
g6155	560	971	1142	767	1338	525
g6156	106	71	56	65	42	34
g6157	198	252	223	174	210	98
g6158	235	121	155	77	154	35
g6159	7	11	3	3	5	4
g6160	70	22	149	155	177	30
g6161	450	320	355	182	454	86
g6162	455	498	503	311	458	218
g6163	30	29	50	15	69	24
g6164	570	604	787	264	515	482
g6165	2	2	1	0	1	2
g6166	445	1006	688	653	615	187
g6167	17	11	0	12	36	2
g6168	51	55	12	53	8	40
g6169	493	1410	1211	1120	1661	953
g6170	8	27	28	22	26	15
g6171	6031	10211	8306	6419	10505	4962
g6172	591	437	639	520	424	566
g6173	1	7	12	7	21	1
g6174	9	19	18	21	28	16
g6175	1298	2021	1520	1135	1304	437
g6176	25	11	14	9	15	12
g6177	9	20	13	6	16	6
g6178	21	42	20	8	6	17
g6179	125	435	155	154	242	238
g6180	0	0	0	3	1	1
g6181	3	48	16	10	3	19
g6182	3	14	20	34	3	6
g6183	11573	9813	3755	3705	8249	5032
g6184	11	1	14	1	46	15
g6185	257	235	447	223	62	523
g6186	787	648	739	241	342	263
g6187	580	1508	955	775	211	148
g6188	165	314	118	111	180	89
g6189	55	97	62	43	77	10
g6190	391	476	406	178	252	185
g6191	1620	2302	3411	2701	1205	704
g6192	100	175	244	335	474	262
g6193	49	83	36	22	38	26
g6194	224	341	201	125	180	120
g6195	16	29	39	12	37	19
g6196	11	118	30	2	113	10
g6197	5210	5452	4068	3648	4839	2687
g6198	7	24	14	21	22	12
g6199	14	73	21	84	105	11
g6200	750	960	590	502	767	704
g6201	0	1	1	0	6	0
g6202	807	1080	1535	964	1051	493
g6203	898	885	1018	976	1207	823
g6204	112	59	160	47	70	74
g6205	9	17	4	18	29	2
g6206	4798	6693	4126	1053	1114	2281
g6207	480	1044	475	727	591	431
g6208	1953	4300	3777	2606	4777	2126
g6209	1535	2405	2120	1262	2358	1484
g6210	617	361	487	247	573	167
g6211	385	301	340	32	17	25
g6212	668	509	755	518	614	349
g6213	18	0	0	3	0	5
g6214	0	14	28	0	1	0
g6215	8	8	4	14	8	6
g6216	680	727	820	521	549	308
g6217	93	65	91	59	270	93
g6218	225	404	304	211	534	94
g6219	9	18	8	4	12	10
g6220	1	13	0	26	105	0
g6221	4473	5229	5470	6775	4989	2077
g6222	694	997	682	805	437	738
g6223	17	0	6	2	5	0
g6224	283	553	664	342	1286	332
g6225	1987	3677	2833	1655	2639	709
g6226	12	50	0	59	6	24
g6227	0	0	2	0	0	2
g6228	1103	1126	969	868	1321	475
g6229	1417	2075	1584	1458	2005	1157
g6230	3220	4039	4035	2735	3053	2177
g6231	564	278	304	301	902	586
g6232	48	22	41	36	128	5
g6233	740	1495	523	646	1217	513
g6234	98	83	17	70	53	39
g6235	0	6	27	4	5	9
g6236	552	689	257	269	473	191
g6237	2436	5120	4534	2664	5448	2274
g6238	851	749	811	706	1161	537
g6239	350	173	234	190	191	59
g6240	23	45	42	76	28	61
g6241	1112	1775	1227	727	1135	665
g6242	176	273	148	66	110	140
g6243	1	5	4	5	3	3
g6244	4	4	2	1	9	0
g6245	105	254	135	68	123	96
g6246	5	5	1	3	6	4
g6247	1892	2003	1811	2099	2989	961
g6248	19	40	42	13	39	12
g6249	65	165	121	167	177	70
g6250	226	155	84	187	104	97
g6251	2532	2281	2109	1385	3428	1968
g6252	14	43	23	19	15	8
g6253	455	42	6	320	378	119
g6254	43	21	47	57	47	17
g6255	75	251	279	97	178	100
g6256	215	226	915	263	435	253
g6257	49	64	88	70	56	40
g6258	0	0	10	7	37	0
g6259	55	92	105	57	120	63
g6260	5415	3257	4441	2960	4556	2030
g6261	7243	9697	6286	4581	7762	5714
g6262	1374	1314	1452	493	1029	701
g6263	2906	2078	2903	2132	2792	1584
g6264	1	7	9	3	20	27
g6265	1422	3894	2450	1186	2702	1639
g6266	6319	7327	4653	5560	5447	4196
g6267	34	9	333	61	53	384
g6268	661	1271	971	932	1740	391
g6269	12	14	9	7	10	10
g6270	5	21	31	4	5	10
g6271	162	140	381	319	184	107
g6272	144	122	40	191	99	24
g6273	319	238	126	158	135	118
g6274	409	599	434	463	507	272
g6275	14	58	20	37	57	21
g6276	230	554	583	234	316	280
g6277	2109	1736	5428	2208	3184	3418
g6278	24	36	11	8	16	8
g6279	666	751	638	369	643	433
g6280	24	8	47	44	4	4
g6281	370	436	634	279	307	308
g6282	215	32	43	217	28	75
g6283	0	1	8	0	8	7
g6284	4378	8095	6766	6150	7657	4112
g6285	3805	4336	3001	3051	5091	2352
g6286	2	17	25	4	13	5
g6287	1863	2983	2068	1152	1179	911
g6288	638	834	525	391	656	359
g6289	236	1376	581	438	212	188
g6290	0	1	0	1	1	0
g6291	483	1084	299	750	590	389
g6292	10	9	16	10	5	2
g6293	746	980	720	442	993	413
g6294	244	272	157	199	247	167
g6295	331	309	322	367	317	179
g6296	4200	4772	2032	1043	2507	1205
g6297	11	34	21	2	7	0
g6298	504	728	508	359	1233	475
g6299	519	1113	1261	313	826	342
g6300	12	46	18	17	13	11
g6301	118	86	131	71	116	91
g6302	1440	1883	872	967	2068	989
g6303	87	28	12	28	26	14
g6304	46	33	57	32	25	20
g6305	0	19	0	0	0	2
g6306	1	23	8	0	17	2
g6307	18	7	17	54	20	4
g6308	14958	17176	26769	13279	23996	14751
g6309	18	61	27	7	21	14
g6310	319	3	53	13	55	38
g6311	725	1065	907	739	996	604
g6312	112	71	213	119	86	82
