	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g5304	102	29	54	58	85	74	85	70	54	55	55	90	93	63	34	59	99	51
g5305	55	140	116	196	103	129	32	61	201	91	70	128	175	162	26	395	140	81
g5306	7267	3972	4503	7531	6036	4615	6264	4365	4489	2440	6489	4264	5849	4209	6238	5574	7065	5887
g5307	10	11	13	13	3	11	6	7	1	6	11	12	11	4	9	14	10	8
g5308	632	323	463	701	701	193	418	328	1166	244	448	629	416	793	798	185	247	572
g5309	4103	1822	5693	2053	2996	3327	3033	2261	2682	2086	1679	3263	4501	2406	3114	3066	2735	2491
g5310	9	0	27	6	3	1	8	0	2	1	5	13	0	0	2	7	15	2
g5311	184	103	163	154	286	96	97	95	191	104	163	186	121	109	72	71	154	118
g5312	2032	558	930	1199	1698	875	1738	588	880	726	1252	670	904	1658	1000	2452	2187	1563
g5313	691	390	777	463	854	456	694	295	598	228	584	379	617	447	318	702	550	785
g5314	2365	1270	845	1037	373	277	1200	1675	2417	1907	201	336	577	2551	254	2593	619	903
g5315	604	416	434	637	632	588	657	487	522	384	429	565	786	459	315	762	780	472
g5316	242	65	593	19	570	70	371	140	8	53	79	28	40	242	101	244	216	13
g5317	4	3	5	1	11	3	6	3	8	4	5	7	4	5	3	2	5	5
g5318	404	305	208	375	411	255	302	408	146	245	181	481	340	561	282	227	153	405
g5319	612	420	316	854	930	403	604	357	816	225	450	700	765	366	406	706	924	640
g5320	242	44	218	236	308	94	172	105	124	169	127	90	205	293	122	72	104	242
g5321	65	64	66	81	52	93	95	35	64	48	119	84	222	57	31	64	37	145
g5322	40	20	29	83	75	42	47	57	61	17	59	42	73	44	38	59	74	84
g5323	484	266	264	337	379	331	379	216	321	153	336	272	398	320	181	281	304	240
g5324	4046	2093	1929	2699	3760	4964	2477	2180	2419	1486	4149	2468	2642	3606	1930	3571	2703	4637
g5325	134	314	361	287	96	215	338	35	118	63	59	50	17	72	226	37	37	17
g5326	30	3	15	21	24	10	8	12	21	3	5	10	13	18	5	21	15	8
g5327	100	26	45	44	61	34	42	31	43	39	38	15	50	93	81	72	74	146
g5328	40	3	57	21	50	49	5	37	25	17	17	34	37	28	49	45	26	29
g5329	9	4	3	0	0	1	0	0	2	6	3	1	2	34	8	1	14	0
g5330	2561	1531	1625	1783	2083	2369	1857	1387	1852	1445	2138	1084	2682	2009	1214	2104	1394	2164
g5331	1576	896	1215	1720	2012	1337	1226	1258	2080	1178	1317	1469	1619	965	1151	1259	1342	1807
g5332	1357	628	1058	1628	1402	958	1345	674	1346	397	1212	1119	1037	1100	632	1265	806	1027
g5333	4997	2331	4196	3492	5201	3849	4111	1795	3472	2144	3560	3782	6472	4343	2674	3795	3804	3904
g5334	2208	797	824	473	791	1452	1155	497	1118	1002	606	982	1544	709	710	871	775	1338
g5335	317	1479	336	1156	2684	2631	2334	1777	568	658	1270	4578	6238	4392	3465	6673	7623	7704
g5336	6	1	4	4	2	2	0	0	5	1	2	3	5	2	3	2	2	2
g5337	1718	1259	1331	1502	993	598	803	419	1009	357	1702	2012	1744	1536	2600	2569	839	1114
g5338	97	65	203	41	48	214	108	50	123	52	96	58	78	39	84	120	228	109
g5339	4145	1389	4354	4412	3296	3129	3141	1915	4125	2653	3202	2594	6348	3820	1304	4176	4486	1642
g5340	8	65	10	287	15	78	17	0	66	0	95	7	11	83	202	63	43	8
g5341	650	348	409	505	456	400	541	301	366	224	358	450	447	374	336	468	611	658
g5342	63	39	66	60	74	21	94	26	40	29	120	39	114	42	51	30	45	27
g5343	1196	760	182	307	134	1307	266	126	664	842	532	1009	418	381	418	2163	572	1138
g5344	75	48	78	95	110	64	67	63	105	76	84	108	121	69	57	88	82	87
g5345	47428	22618	36787	100173	51763	57004	63749	74712	71298	24484	47248	69825	84991	73491	59163	43404	58686	62188
g5346	193	148	108	295	440	66	85	121	94	88	274	90	152	235	135	181	86	136
g5347	64	90	92	114	123	165	66	72	36	44	85	60	136	50	52	44	158	104
g5348	8	1	7	12	10	0	0	0	14	1	21	24	24	1	2	5	16	14
g5349	41	27	56	69	86	36	57	28	84	19	72	30	39	72	40	35	67	54
g5350	626	311	382	425	614	651	509	361	332	292	456	407	676	580	185	825	410	623
g5351	29	17	14	15	63	9	30	26	24	17	45	27	38	12	24	31	32	19
g5352	1	26	6	83	4	43	0	67	7	4	118	0	1	6	0	7	9	10
g5353	330	34	44	439	358	633	271	136	8	189	149	61	17	630	113	360	219	460
g5354	36	0	3	60	152	26	60	44	1396	22	407	54	417	19	77	20	9	47
g5355	242	362	541	874	428	793	200	87	350	109	400	302	324	153	160	211	187	248
g5356	1276	64	534	79	227	215	469	367	259	123	193	227	123	222	82	592	362	596
g5357	1066	792	1103	1301	1168	968	1000	651	824	710	1035	830	912	1242	565	1402	1073	1148
g5358	88	58	94	100	78	38	60	28	68	43	79	59	62	66	44	61	80	78
g5359	548	141	306	356	271	301	235	211	337	157	230	318	459	299	279	298	399	331
g5360	3	2	3	4	2	1	4	0	5	1	2	3	1	1	4	1	4	4
g5361	22	5	4	11	15	14	9	8	7	4	6	14	34	6	4	11	9	13
g5362	814	198	259	206	317	149	443	211	148	136	122	216	480	467	215	338	448	307
g5363	9	0	1	5	2	4	13	1	5	1	2	4	1	4	0	3	2	5
g5364	3287	524	1377	2023	1321	1558	1996	641	1412	1763	1190	1513	1971	1210	1191	1166	2154	1726
g5365	161	73	124	252	223	158	152	124	236	119	170	196	220	151	135	103	126	159
g5366	996	478	781	494	1073	986	1057	662	609	707	522	575	969	877	439	760	761	688
g5367	80	50	87	99	72	105	49	63	70	49	74	55	49	64	50	75	59	66
g5368	3	7	0	1	8	3	0	0	0	2	3	3	3	3	2	2	1	7
g5369	178	133	142	241	178	222	217	106	187	101	94	193	147	126	127	160	291	214
g5370	41	24	44	16	37	27	14	24	35	17	35	20	44	30	30	35	43	36
g5371	228	191	120	146	308	369	317	125	134	234	89	273	335	189	277	208	88	391
g5372	74	95	90	51	82	86	162	48	143	100	56	106	76	85	112	70	45	22
g5373	190	126	156	290	244	171	174	56	190	127	157	157	332	201	137	130	169	96
g5374	2183	933	1298	1535	2591	1279	1630	809	922	506	1194	1318	1248	1024	1189	1749	633	1146
g5375	4	1	11	5	4	4	3	5	4	6	3	11	20	11	4	4	8	8
g5376	382	506	583	266	1374	564	52	33	315	168	715	89	262	655	47	31	304	55
g5377	7	6	4	2	5	3	2	10	6	4	3	3	3	6	9	1	3	8
g5378	65	61	51	106	55	53	47	39	54	41	62	46	24	50	34	50	34	15
g5379	1127	665	944	624	981	635	973	516	600	466	580	810	706	495	443	719	812	904
g5380	823	723	814	590	515	1005	923	401	518	341	407	547	949	635	658	833	792	747
g5381	3	2	5	4	1	3	7	2	0	0	3	6	3	3	2	2	6	2
g5382	1029	557	741	705	1210	860	711	557	615	486	745	714	1117	607	503	948	799	868
g5383	505	255	914	77	369	127	313	105	140	132	367	151	90	298	76	404	313	117
g5384	24	9	29	11	14	27	12	17	15	3	13	11	16	11	10	17	3	15
g5385	134	69	64	116	132	71	86	74	59	68	91	87	96	74	63	71	108	108
g5386	0	0	8	20	3	24	47	1	20	9	4	18	64	12	0	0	7	7
g5387	441	102	401	633	309	362	188	270	367	332	225	220	326	236	321	508	293	264
g5388	34	4	5	9	8	9	3	13	9	2	10	6	3	4	2	6	20	25
g5389	14	5	6	13	21	16	10	8	14	12	17	7	2	13	6	8	9	2
g5390	468	633	662	847	742	823	672	328	318	528	232	527	194	963	410	592	153	236
g5391	9690	16644	8425	4621	5848	16750	6917	9040	11210	6417	12259	7395	16693	7424	9801	18176	31555	12915
g5392	1312	887	1293	816	1293	731	1622	458	2400	691	909	1404	4269	2256	2132	1264	356	552
g5393	118	103	119	56	81	95	151	45	81	73	98	114	99	50	71	60	85	176
g5394	12	0	2	7	1	3	0	1	3	0	6	9	5	2	5	5	3	3
g5395	120	109	14	27	223	24	57	58	415	8	244	153	85	29	79	239	98	139
g5396	2263	1334	1549	1356	2069	1364	1585	1467	1811	902	1732	1135	2519	1549	1339	2253	1407	2091
g5397	2041	831	2121	2360	2708	1158	1780	1410	2024	851	599	1644	2169	1298	1828	2527	1810	1635
g5398	10618	3649	9119	13073	9985	14281	8596	6592	5021	3872	6382	8424	8815	9644	3229	7292	6567	9508
g5399	170	65	113	196	229	154	157	124	193	116	82	109	179	184	92	147	121	85
g5400	490	262	407	610	649	554	315	294	478	224	381	295	544	365	308	382	570	503
g5401	2754	1879	2196	3419	3641	3221	3977	1884	2319	1587	2743	2333	2314	2908	1880	2896	2395	2832
g5402	1080	674	1199	417	883	906	303	241	260	723	540	716	1075	611	402	739	538	727
g5403	113	50	170	130	116	153	246	74	148	54	100	77	98	144	152	148	77	141
g5404	1118	303	727	1029	527	730	769	343	285	676	366	587	820	812	548	501	480	1049
g5405	2546	2046	2705	4007	2453	3109	3156	2307	4181	1666	4107	1989	4993	2741	2242	5302	2232	2874
g5406	98	280	305	163	166	201	180	112	230	280	105	158	324	272	135	186	392	112
g5407	63	16	59	12	8	24	10	27	19	39	35	20	42	13	15	81	6	1
g5408	1034	601	123	1123	712	825	661	205	345	202	1440	1471	197	365	120	1282	899	509
g5409	181	122	144	224	247	164	124	119	114	93	114	131	132	163	122	120	91	159
g5410	3	1	0	0	1	0	1	4	1	6	14	0	11	0	2	6	1	0
g5411	448	123	476	456	854	80	283	734	489	340	182	175	353	407	72	1617	289	876
g5412	0	2	5	1	14	0	9	1	9	0	1	0	0	1	0	1	10	0
g5413	362	197	282	225	421	336	268	340	808	332	500	474	549	680	247	613	195	236
g5414	119	56	92	87	99	76	71	37	98	32	81	32	80	78	57	108	68	79
g5415	744	119	188	121	244	219	277	168	283	92	170	177	35	50	175	272	163	65
g5416	66	36	62	47	61	37	55	38	41	36	45	55	73	70	26	46	63	53
g5417	630	157	204	91	734	221	449	354	376	168	138	253	419	584	304	331	479	849
g5418	11	17	1	15	29	79	83	35	51	52	56	6	94	86	46	9	25	12
g5419	2	6	7	16	13	5	12	24	19	1	32	19	12	13	19	14	9	13
g5420	38	3	57	13	16	55	2	9	0	5	0	21	3	17	18	0	0	11
g5421	494	190	537	910	643	910	213	362	867	147	493	500	392	313	475	665	1096	655
g5422	35	3	17	15	28	15	7	6	24	11	32	5	32	29	15	14	28	19
g5423	66	31	32	57	62	88	14	11	53	46	46	54	48	69	46	58	21	87
g5424	36	10	16	9	53	22	28	8	27	12	28	4	43	14	9	10	18	9
g5425	47	15	10	9	12	6	26	5	19	7	10	7	41	23	10	44	20	9
g5426	24	15	10	16	29	16	21	23	21	5	10	20	27	9	12	37	43	33
g5427	5	0	0	3	2	2	3	1	2	6	9	0	1	7	1	0	6	9
g5428	2383	668	1182	1198	1060	1359	1178	539	1288	908	1126	934	1390	1107	453	1613	1040	1916
g5429	42	25	30	30	30	29	26	8	51	18	36	22	45	30	34	22	21	28
g5430	944	340	594	104	459	495	809	570	477	264	287	567	423	1050	203	728	338	444
g5431	5	5	5	1	1	2	1	0	3	0	4	0	1	0	3	5	6	15
g5432	53	12	36	22	41	43	19	24	3	19	60	48	52	49	27	39	40	61
g5433	71	39	78	104	101	63	50	59	82	14	50	62	182	56	48	26	89	141
g5434	352	125	675	316	459	248	406	403	610	105	415	497	331	149	130	503	355	505
g5435	5463	2466	6099	4332	5435	5386	6559	4068	2797	3440	3930	4842	6934	3169	3417	5621	4736	6329
g5436	0	0	0	0	23	12	11	7	9	5	7	4	17	12	3	6	19	13
g5437	1	1	24	34	4	16	3	1	7	12	10	12	16	6	7	9	7	33
g5438	9	3	8	5	6	6	16	0	9	4	6	4	7	4	3	10	8	7
g5439	1092	812	370	333	1168	1263	962	586	1367	300	383	971	848	586	474	904	848	964
g5440	932	809	1459	520	755	1008	494	485	751	754	752	830	811	605	798	1714	818	1287
g5441	42	15	40	40	5	37	43	23	20	14	16	40	30	14	11	24	26	32
g5442	306	99	82	164	98	149	207	87	114	57	134	158	199	206	123	143	151	206
g5443	9	1	5	0	20	14	0	0	10	1	1	0	4	0	7	15	4	3
g5444	26	7	25	17	11	24	13	6	14	22	32	23	16	5	7	12	11	15
g5445	136	93	126	87	132	134	154	61	90	43	77	91	98	72	43	77	151	74
g5446	169	5	202	20	28	0	7	33	12	187	50	46	249	253	51	4	240	78
g5447	124	168	209	164	199	127	31	79	81	74	88	48	45	157	81	128	275	153
g5448	13	14	52	28	61	56	40	3	79	28	32	98	69	14	26	101	52	42
g5449	480	258	384	469	785	300	248	378	416	286	337	253	509	445	352	514	446	593
g5450	6	2	1	1	0	2	12	8	6	0	2	0	8	8	0	2	7	22
g5451	3	2	1	1	2	0	0	0	2	9	9	3	4	0	0	2	0	0
g5452	171	53	103	65	66	61	137	72	67	34	62	69	114	220	67	139	56	125
g5453	167	97	261	118	181	169	285	111	105	82	123	81	156	205	121	92	167	143
g5454	573	244	406	413	474	343	424	293	525	174	248	186	729	209	349	253	383	212
g5455	0	0	0	1	2	9	1	1	13	1	1	1	13	2	3	0	1	6
g5456	420	238	298	431	465	274	378	201	376	173	339	290	396	278	185	374	337	258
g5457	824	1304	475	1626	1059	615	1301	296	469	658	1125	1321	635	354	527	1435	690	325
g5458	7	0	79	0	0	0	44	1	0	0	0	1	24	12	0	0	111	0
g5459	173	103	91	153	186	188	209	56	93	58	106	137	211	178	136	172	167	76
g5460	861	517	924	1341	607	1183	803	915	1047	611	1203	848	1399	671	491	1306	591	1326
g5461	3	0	3	5	5	1	5	2	6	4	0	6	0	2	2	9	8	2
g5462	176732	37648	56186	188163	282570	278489	124547	77799	123056	118481	218300	207027	193983	110134	51169	157394	121587	119148
g5463	760	485	838	614	908	860	1061	555	578	412	747	717	921	508	566	750	826	679
g5464	229	107	161	237	256	141	110	39	116	159	186	215	155	144	156	329	83	190
g5465	1738	501	653	1163	1012	431	751	522	763	626	514	589	1147	527	798	829	604	576
g5466	10	0	0	0	0	0	0	0	0	5	0	1	18	0	3	0	0	6
g5467	1460	0	0	179	0	0	1218	1672	0	590	798	16	215	150	56	160	21	0
g5468	0	1	0	1	0	23	0	5	4	2	0	0	0	1	5	0	10	5
g5469	1427	803	1381	1649	2193	1414	1285	987	1409	520	1090	1671	1279	1415	962	1312	1210	1327
g5470	9	0	0	1	7	0	5	0	0	3	2	1	0	1	12	3	18	2
g5471	11	29	6	1	37	3	6	2	7	3	11	7	4	20	2	3	10	2
g5472	1763	1083	1718	2057	1805	1614	1870	1167	1842	1023	1449	1507	1536	1229	1212	1748	1740	1974
g5473	57	29	37	30	72	34	40	31	47	14	51	71	93	27	47	60	45	40
g5474	178	29	298	64	36	101	187	22	268	24	60	178	61	166	76	19	103	55
g5475	23	5	9	12	3	8	7	3	13	1	7	7	7	14	4	4	14	13
g5476	3774	1636	4016	2996	5079	2818	3727	2564	4653	3579	3266	3577	3146	3637	2494	4144	2513	5468
g5477	2247	2056	3258	1388	1925	2538	3254	1822	1695	766	1021	2455	3619	1493	1561	1024	3240	961
g5478	132	9	492	414	83	5	19	162	32	226	101	125	34	323	109	2	77	113
g5479	71	38	67	46	79	54	134	42	120	61	101	51	139	79	93	97	156	44
g5480	20	8	13	15	13	13	10	2	3	2	17	9	15	12	11	10	3	15
g5481	13719	6768	11255	7379	8399	10404	11178	9799	10332	2908	7784	7407	5983	6994	3836	14390	8505	9668
g5482	1364	549	1141	498	1094	1165	1127	680	1128	924	700	853	1963	521	851	656	993	939
g5483	2187	911	1639	2152	2595	1841	2050	1691	1795	1220	1780	1322	1383	1974	1515	1866	1976	1670
g5484	655	443	431	929	558	655	473	279	508	325	592	413	790	839	393	414	461	662
g5485	7924	3442	2154	7287	6952	8221	2202	6520	3900	1941	6075	5804	6853	3725	5283	7101	2224	4501
g5486	3900	5013	2370	3197	3540	2348	2895	2881	1139	682	829	2395	2909	2145	1129	1038	1552	3083
g5487	0	18	95	42	13	2	35	3	53	47	10	48	52	7	8	34	5	46
g5488	182	52	193	101	201	123	129	77	79	102	176	114	163	141	92	145	159	123
g5489	3	17	0	10	11	22	28	17	30	1	3	24	4	8	36	20	8	68
g5490	387	443	732	585	320	321	389	434	870	149	341	568	845	385	270	252	400	613
g5491	67	13	23	24	27	28	44	21	23	12	26	13	18	50	32	25	37	31
g5492	157	97	156	168	76	120	143	61	160	89	101	112	99	139	75	133	107	167
g5493	282	45	108	152	29	107	722	29	119	71	34	86	137	189	97	347	31	19
g5494	8	1	8	3	12	3	10	5	3	4	4	1	3	4	5	9	5	6
g5495	408	308	250	337	145	300	367	238	337	196	261	467	125	282	271	648	224	261
g5496	130	65	60	50	34	27	29	27	46	37	75	79	65	49	29	32	66	75
g5497	7	3	8	4	15	9	7	10	7	3	5	9	6	2	1	16	6	5
g5498	1645	674	1483	1978	898	1119	1059	1494	961	568	348	1445	1264	1212	478	762	1026	859
g5499	6	2	3	6	12	6	2	1	4	5	4	3	3	4	5	5	7	2
g5500	1022	268	249	303	1307	182	2560	261	733	350	7	1187	562	412	50	367	771	1309
g5501	48	29	29	24	33	26	23	24	28	13	35	28	32	30	20	36	29	22
g5502	157	65	160	72	123	105	77	71	89	76	103	71	58	131	46	88	204	76
g5503	304	188	105	106	213	342	207	55	195	109	99	141	151	118	146	212	112	167
g5504	3	6	0	0	5	19	3	1	0	0	2	0	15	0	0	0	22	7
g5505	290	26	76	576	95	232	201	86	225	245	177	149	275	187	81	302	264	135
g5506	298	67	84	120	120	16	89	65	29	0	7	75	156	16	3	0	1	5
g5507	2	326	101	2	56	131	190	85	7	0	0	0	4	1135	2	2	4	34
g5508	431	355	247	274	396	320	404	165	384	246	247	205	334	368	222	257	363	345
g5509	2	3	2	9	6	2	1	8	4	2	3	0	10	1	6	3	5	4
g5510	1	0	2	16	0	2	5	5	1	0	3	0	0	4	1	1	0	7
g5511	26	33	17	15	31	8	7	14	15	11	26	23	18	14	20	52	29	15
g5512	1271	315	511	680	646	799	340	388	376	504	1154	200	1090	466	670	595	305	541
g5513	742	12	3	6	81	6	153	3	1	64	224	4	125	0	72	6	26	19
g5514	3321	1358	1754	1839	2505	2023	1910	848	1410	1091	1284	614	3510	1894	1171	3113	1972	2202
g5515	22	9	22	15	20	16	32	19	11	14	13	10	17	20	7	16	9	18
g5516	16	8	0	5	3	9	1	0	2	0	0	4	1	1	6	4	0	3
g5517	232	82	198	79	224	224	60	66	201	52	135	55	146	68	29	187	53	57
g5518	284	130	348	409	287	297	294	200	163	127	266	401	369	186	197	381	414	492
g5519	19329	13270	17071	11396	7918	10946	7844	5251	7034	6109	9195	5155	12912	11100	6485	12926	9327	6752
g5520	39	1	8	12	47	25	37	11	2	6	52	12	2	17	3	9	46	1
g5521	208	248	276	182	421	75	322	187	226	81	469	310	485	267	213	172	224	493
g5522	65	28	14	27	30	54	18	8	61	32	14	24	31	15	51	13	19	35
g5523	328	329	326	576	659	774	237	430	248	268	500	277	813	492	296	368	582	314
g5524	179	27	101	48	10	33	16	40	11	31	38	28	32	5	13	33	51	60
g5525	9	1	10	12	1	4	15	5	6	0	10	9	5	5	0	10	5	7
g5526	842	928	1073	1427	2466	627	1011	810	1509	438	1635	910	3311	1319	807	1567	1068	2368
g5527	12256	3259	9764	10943	6189	6679	5205	8369	7206	4740	5093	6548	16053	11292	5730	7440	11360	14267
g5528	6	2	25	4	18	16	7	8	3	5	7	3	21	21	9	1	14	10
g5529	22	57	38	1	4	68	115	10	10	61	6	1	203	33	24	175	1	151
g5530	83	35	32	30	85	28	89	31	54	60	19	31	96	126	46	28	29	84
g5531	115	146	193	211	128	176	219	47	200	127	174	112	276	143	181	236	224	209
g5532	3601	2028	3166	3122	2499	1807	2920	1448	2655	1530	2621	1459	1453	2103	3144	2698	2254	2726
g5533	10	0	1	0	36	1	11	5	3	0	2	5	0	4	0	7	9	0
g5534	3916	4025	4243	4057	4216	5155	6589	4251	6908	1714	7445	3162	3016	6965	3961	8152	5166	3775
g5535	146	154	299	13	294	1115	238	69	29	366	14	123	4	160	834	44	61	406
g5536	225	189	241	167	193	129	253	130	176	178	158	229	244	283	205	167	166	275
g5537	34	21	17	19	8	16	24	22	19	10	7	11	30	33	38	34	45	16
g5538	272	703	75	219	224	488	31	321	898	394	482	486	660	1578	366	550	741	441
g5539	0	0	0	1	254	0	117	0	318	6	0	0	2	3	262	0	0	259
g5540	25	13	8	18	42	15	24	20	16	12	10	31	38	32	11	18	67	41
g5541	7	2	1	0	0	0	2	0	2	11	9	0	9	0	1	0	4	2
g5542	801	75	226	1576	685	1	589	1571	380	747	248	928	1033	31	1081	497	522	1449
g5543	3	1	10	2	11	3	7	1	1	6	1	4	6	5	2	2	3	3
g5544	0	18	0	1	4	0	0	1	6	0	0	9	1	1	1	3	1	27
g5545	1171	322	485	779	1553	1640	270	143	302	1595	355	733	847	628	1027	588	2179	1502
g5546	92	83	129	81	77	107	64	61	49	120	83	92	73	84	42	57	46	52
g5547	405	310	374	510	388	406	298	360	252	331	313	360	433	279	365	474	431	514
g5548	1934	1120	1321	1787	1689	1618	1952	1074	1347	1058	1211	1061	1475	1823	1028	2114	1431	1872
g5549	6	1	1	0	4	12	4	0	1	7	0	4	9	1	0	4	5	7
g5550	114	279	275	425	343	584	151	352	142	95	124	148	332	230	175	533	210	268
g5551	235	152	399	393	624	90	2377	164	295	198	689	136	502	591	151	450	390	520
g5552	133	66	182	70	92	106	127	99	72	58	106	113	187	170	135	155	150	150
g5553	47	34	68	57	25	51	70	32	76	57	49	55	57	63	20	50	43	69
g5554	7	4	4	6	10	1	7	2	6	1	1	3	1	3	2	0	6	7
g5555	34	16	18	18	38	15	39	16	15	10	30	31	17	25	23	13	29	25
g5556	4268	2749	3986	4045	3713	3923	3064	2358	3367	2362	3125	1425	5881	2957	2779	3362	3422	3879
g5557	17611	6703	10862	10403	16069	9773	9837	8454	8935	7838	12618	9331	16717	10260	7970	13632	10310	14500
g5558	76	88	44	88	153	42	130	46	103	49	88	79	139	80	80	71	143	61
g5559	3178	1361	2755	1399	3504	1124	2025	1494	2013	960	2627	1292	1598	2776	914	3204	2316	2271
g5560	129	122	97	93	110	181	137	121	211	102	149	138	89	153	81	142	159	164
g5561	1146	637	972	794	838	759	763	804	1158	585	798	411	1145	824	918	1157	1074	946
g5562	485	247	272	330	329	366	443	229	335	214	183	356	460	235	195	290	377	545
g5563	5078	2460	2535	2667	6315	3078	6015	2301	4201	1999	4192	4730	2424	2463	2323	4553	6186	3964
g5564	8	21	16	7	15	8	11	4	16	10	17	10	12	20	8	1	6	2
g5565	312	102	673	282	195	202	136	204	307	143	93	303	196	70	72	338	531	455
g5566	315	264	245	372	211	227	208	223	405	462	226	233	587	549	416	645	331	166
g5567	9	2	2	7	7	5	6	3	5	2	8	8	0	2	8	4	9	10
g5568	744	418	500	729	782	802	730	942	638	498	554	1076	1169	524	463	909	716	794
g5569	1527	1011	764	606	791	440	618	323	464	268	844	721	1040	689	334	851	973	850
g5570	1704	692	769	723	741	993	275	583	713	331	925	555	807	1237	611	1025	873	919
g5571	490	361	122	85	196	164	157	170	117	132	190	122	158	147	174	72	228	79
g5572	15	5	5	4	7	6	5	4	7	2	6	6	4	1	3	5	5	4
g5573	135	50	82	113	108	94	60	53	45	33	68	66	82	93	53	90	64	14
g5574	5761	2044	5414	3241	4239	3265	3741	2504	2795	3360	3588	3069	2741	3075	3030	2376	2934	3940
g5575	2547	2313	3249	3097	3746	2321	2330	2134	1996	1507	2911	1975	3907	2582	1997	3497	2626	2133
g5576	383	66	308	164	170	590	412	130	43	90	639	328	482	692	128	96	335	4
g5577	14	8	17	7	3	6	6	9	2	1	11	6	13	2	16	3	14	7
g5578	841	584	571	607	796	635	668	553	471	309	728	649	903	619	498	585	552	601
g5579	478	129	267	484	160	200	182	97	271	149	298	113	319	140	185	116	225	246
g5580	792	453	538	526	417	498	577	410	540	390	521	490	655	504	391	568	240	481
g5581	215	118	150	217	269	226	122	85	142	79	166	195	323	99	224	167	91	134
g5582	137	285	115	202	63	113	123	97	89	109	145	172	222	265	186	335	130	307
g5583	681	321	616	427	702	536	660	529	391	440	431	782	601	1181	409	682	544	482
g5584	3800	1705	3851	3287	3049	2752	2999	1859	2899	2262	2505	2092	3217	2791	1973	4124	3357	2974
g5585	4295	1371	2447	1700	4839	1786	3825	2276	1198	1441	3773	1627	5928	3045	1671	1758	1294	2031
g5586	4601	3191	3266	3761	3769	2633	3840	3538	4059	2374	4499	3056	4746	2746	3100	4053	2809	3199
g5587	235	132	159	182	145	177	146	99	221	79	122	92	157	369	234	312	215	129
g5588	282	220	258	327	327	153	417	154	287	111	152	118	228	185	119	162	242	103
g5589	52	37	41	26	56	47	104	25	41	32	35	21	102	19	32	38	82	47
g5590	300	119	155	201	333	355	364	129	411	153	355	204	182	340	203	301	472	594
g5591	2	1	0	22	1	9	2	7	6	8	4	12	0	2	0	6	0	10
g5592	2	1	6	5	2	2	9	1	3	5	3	4	10	6	10	7	4	6
g5593	85	6	61	5	41	78	39	2	17	11	21	7	26	34	34	88	21	18
g5594	85	43	51	85	127	59	95	51	85	48	57	41	111	38	26	74	68	76
g5595	1	6	3	23	12	3	13	5	12	3	3	3	5	7	3	14	10	0
g5596	835	176	582	654	267	289	462	228	202	381	117	1480	535	467	733	363	388	328
g5597	592	396	285	121	209	206	164	52	256	122	292	113	172	340	108	60	244	121
g5598	67	16	1	113	111	13	35	20	8	21	22	104	14	27	26	4	69	71
g5599	632	491	1017	276	378	1152	276	473	593	97	1028	1162	1199	487	818	916	307	616
g5600	1588	186	534	1049	2326	456	950	74	905	149	560	544	454	737	920	1715	894	517
g5601	881	673	363	767	907	488	766	354	295	333	403	656	640	401	1015	971	726	567
g5602	113	90	167	31	82	133	55	53	88	65	21	42	115	122	45	129	61	103
g5603	365	233	822	610	392	375	374	79	294	373	239	270	268	341	332	214	265	319
g5604	1169	798	1064	908	980	785	943	429	719	567	964	883	750	872	503	1173	1375	827
g5605	93	12	28	31	35	27	42	20	15	14	7	8	26	50	15	20	56	51
g5606	2257	2122	1558	1069	2086	3258	2603	1732	3183	2584	2008	2471	4133	1205	2524	1439	1837	1890
g5607	158	91	273	233	349	193	248	183	106	99	262	199	241	261	198	156	158	222
g5608	5	0	1	15	9	8	8	1	12	4	1	2	7	7	5	1	6	14
g5609	11	7	11	2	9	14	7	7	5	4	11	17	18	15	5	9	8	13
g5610	1013	344	669	91	116	484	177	325	566	275	129	317	329	47	277	394	419	269
g5611	3737	975	1838	2466	2411	5215	2619	1959	2042	1996	1233	1081	2174	1677	2005	2728	2713	1441
g5612	54	96	24	37	138	59	95	27	14	55	11	55	20	19	44	91	52	45
g5613	85	145	239	704	585	271	177	191	210	348	923	275	128	176	463	456	456	787
g5614	9	4	2	7	3	2	2	1	5	2	2	5	4	2	1	9	3	5
g5615	57	26	34	33	72	22	17	34	54	21	40	22	79	40	52	29	40	33
g5616	24	3	4	17	27	9	20	1	11	7	19	5	7	8	6	10	13	20
g5617	91	52	73	82	73	52	42	25	32	33	41	72	89	93	58	86	62	56
g5618	248	64	117	160	238	127	154	180	210	113	114	166	182	187	66	204	75	324
g5619	1316	1073	851	1118	1590	1348	1347	787	1294	598	972	683	1429	1146	749	610	1478	1412
g5620	33	71	112	100	66	21	149	103	154	39	256	22	35	67	108	66	55	39
g5621	25	50	0	275	359	9	240	11	52	151	2	40	195	24	77	158	57	87
g5622	5977	2149	2725	5552	3650	5580	4889	4234	5054	2799	3472	3604	3914	4075	3236	5081	4053	4801
g5623	24473	13262	23677	23646	18545	22939	23051	11571	15844	14014	15740	15393	22572	25328	17483	20017	24518	20788
g5624	61	12	37	41	18	17	48	21	22	20	8	32	16	53	5	3	13	16
