	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18
g4888	3825	6988	3579	5987	6175	3068	5548	4373	3333	2236	3762	2935	4560	3265	3886	3850	5547	3199
g4889	337	601	542	389	490	469	1497	765	416	704	505	290	421	584	501	324	489	858
g4890	0	31	12	33	11	14	29	17	11	21	17	16	35	6	2	23	5	0
g4891	370	786	332	509	650	290	541	571	320	483	195	212	632	398	262	603	705	318
g4892	5	27	6	34	24	16	7	11	83	1	5	6	5	1	12	20	23	8
g4893	452	2999	1892	2395	2218	644	521	2287	1101	738	1139	1120	2254	773	566	972	1313	1228
g4894	1	61	13	2	24	2	10	13	13	28	5	14	1	8	12	7	81	19
g4895	417	165	217	174	423	266	331	149	195	117	116	329	304	540	78	334	401	159
g4896	1177	1601	951	1327	1512	695	1323	1367	1253	1251	720	980	753	386	624	1658	1185	1008
g4897	1	4	23	37	50	89	13	57	52	5	37	10	7	33	16	50	0	1
g4898	4	5	0	4	1	0	15	7	1	3	2	3	4	8	5	6	2	1
g4899	2001	4312	1509	2527	3227	1848	3543	1944	1721	2072	1100	1269	1414	1183	1774	3100	2023	1940
g4900	6	2	6	1	22	19	18	14	4	32	0	1	7	8	2	5	0	5
g4901	290	191	124	239	75	28	263	354	47	251	146	4	227	93	168	116	305	53
g4902	1463	2744	765	4523	1754	1350	1614	2214	876	1363	771	1405	1800	2508	1442	1298	1151	1564
g4903	2916	1583	3192	3251	1875	1712	3572	2261	1656	3811	1253	1710	1365	2568	1943	4336	1556	1609
g4904	1	16	32	27	1	0	58	12	3	22	10	0	10	17	4	0	0	6
g4905	6	665	145	147	211	356	233	137	290	47	45	143	142	123	93	435	248	117
g4906	5	8	6	3	0	0	5	1	1	0	2	1	5	3	0	6	5	0
g4907	420	170	341	163	801	883	36	113	304	54	216	49	116	675	12	1	48	48
g4908	1900	2137	1370	1757	1694	1833	2917	2897	2304	1052	732	1397	1836	1696	1400	1872	1823	1721
g4909	20	28	12	39	19	19	24	30	14	21	16	7	22	20	8	30	15	17
g4910	311	401	1072	1733	981	251	910	886	806	853	403	578	505	588	313	761	1177	238
g4911	74	66	42	54	14	16	158	33	7	29	6	87	14	117	33	93	54	27
g4912	275	107	164	311	182	214	270	252	119	174	137	142	237	128	128	464	244	70
g4913	10253	15951	6791	16737	8327	7125	15376	10403	14076	5638	7902	9111	6111	6953	10329	11828	15949	6885
g4914	496	647	345	517	712	315	689	495	507	425	322	381	800	535	354	532	760	420
g4915	199	315	201	406	219	156	453	238	296	234	209	259	300	172	180	285	261	232
g4916	326	415	67	359	346	220	485	565	289	602	257	204	205	158	311	229	220	277
g4917	170	407	882	25	211	271	681	921	919	383	167	612	388	301	866	362	485	142
g4918	67	176	54	31	98	70	98	114	62	99	73	60	67	22	69	69	202	96
g4919	1278	1685	519	2823	2434	945	1535	2784	951	2253	891	4055	3813	1021	1375	2215	3286	2013
g4920	577	597	139	90	453	184	553	409	442	335	106	157	308	268	353	475	540	172
g4921	1802	1049	512	2657	507	813	458	2699	1154	616	311	530	887	655	1052	769	600	502
g4922	216	386	354	438	502	245	567	501	372	305	245	349	288	221	149	469	252	330
g4923	41	67	123	196	179	77	205	68	136	65	38	51	106	95	57	140	137	100
g4924	4602	7025	3497	3287	2839	2229	5231	3752	1820	2618	4131	3399	3433	1339	2958	6245	6441	2287
g4925	299	270	170	212	322	86	125	172	237	64	247	96	129	186	101	513	256	71
g4926	197	366	202	576	387	293	400	335	284	111	213	115	284	202	118	331	278	320
g4927	2184	6415	3039	6218	4857	3458	4751	4454	2207	2811	2297	2805	3268	2264	1888	4259	4931	2794
g4928	19	25	25	21	35	13	4	32	39	11	30	6	8	8	12	9	4	4
g4929	2462	1837	3224	5684	3045	1900	6567	3366	2312	2274	1339	4319	2947	4847	2016	3020	2570	3514
g4930	136	115	137	204	250	163	252	289	171	208	88	128	166	129	163	264	273	166
g4931	318	63	129	423	255	174	153	198	139	434	102	110	104	41	98	235	330	59
g4932	45	52	34	42	37	21	40	60	35	39	16	20	38	31	22	88	41	25
g4933	15	42	21	26	27	13	19	22	15	22	12	22	23	13	13	35	37	16
g4934	8	19	1	16	6	13	21	10	7	0	4	8	2	0	3	12	8	2
g4935	0	0	0	0	2	1	28	2	0	1	0	0	0	0	1	0	1	9
g4936	34	47	11	1	30	70	5	17	54	9	1	13	71	4	7	39	107	28
g4937	16	13	8	4	15	3	2	23	9	5	13	8	5	2	5	8	2	2
g4938	137	359	50	832	87	110	105	124	67	235	340	225	103	159	72	92	318	100
g4939	20	27	20	52	54	21	19	71	7	10	24	16	15	25	17	33	58	20
g4940	477	264	242	711	679	404	576	282	163	479	216	190	257	118	667	498	510	354
g4941	126	188	170	209	308	135	232	178	252	172	134	190	153	258	236	232	207	167
g4942	1439	1447	1942	1798	3404	805	2924	1467	938	961	1079	2042	893	508	992	1699	1739	793
g4943	1108	1194	706	1846	1481	1078	1238	1132	1289	886	680	939	1244	534	672	1215	1385	1025
g4944	50	354	92	107	243	277	1170	266	80	263	49	245	142	216	70	280	534	85
g4945	13	4	2	2	54	2	10	19	4	3	9	5	7	8	9	4	9	3
g4946	1098	1384	1140	805	428	327	1394	543	942	924	140	1428	449	683	452	493	623	350
g4947	326	383	92	1261	1202	802	659	2375	328	338	494	287	607	69	209	1590	491	1144
g4948	821	1144	664	785	767	205	943	255	570	680	433	459	257	392	474	885	402	546
g4949	418	397	147	247	573	372	539	264	291	139	64	245	257	172	67	391	283	229
g4950	2410	2779	3495	4352	2696	4732	7754	5566	3338	2826	2272	4363	3330	2849	4718	4303	2830	2494
g4951	13681	15113	6279	9589	10889	10067	17272	9293	5286	7328	7699	7748	7407	6749	6722	11136	12573	7533
g4952	14	20	30	9	13	10	18	41	7	14	34	8	22	19	14	43	79	16
g4953	1863	1558	948	1331	2059	1295	1384	1421	1984	1503	1488	1186	1379	1032	1440	2027	1471	1172
g4954	1	57	22	202	455	148	99	216	90	3	332	55	164	62	185	131	54	40
g4955	3	25	15	24	34	17	39	36	14	17	6	8	25	15	27	26	48	16
g4956	2013	1981	980	3878	1265	877	1865	3153	1310	1327	454	1795	781	518	914	400	2117	496
g4957	2	149	7	21	2	95	0	197	1	65	0	0	31	9	6	1	4	19
g4958	2546	2038	1957	3487	1407	2585	2793	2873	2122	1408	2314	2790	3132	3370	2376	2502	3865	2030
g4959	314	281	223	713	531	290	441	366	341	399	240	275	321	269	168	407	500	302
g4960	5	4	1	8	9	20	1	5	3	19	1	5	9	5	3	14	12	5
g4961	447	373	282	494	475	372	488	560	482	330	264	318	537	260	242	379	498	199
g4962	84	105	57	179	133	95	123	116	118	70	79	100	87	76	64	107	96	62
g4963	15	29	29	146	92	110	66	95	37	32	52	7	93	59	51	17	124	98
g4964	1030	1817	1429	1361	1658	1041	1622	1974	1381	1086	909	1202	1822	1276	998	2011	1249	1227
g4965	386	305	282	425	263	124	395	412	330	304	170	340	447	293	297	479	379	251
g4966	769	556	194	803	360	298	957	65	316	195	58	658	235	320	138	240	743	101
g4967	525	968	368	702	271	212	928	644	385	198	362	229	318	317	429	629	820	401
g4968	296	58	110	527	130	67	220	244	350	143	159	117	207	92	110	140	125	183
g4969	31	20	57	12	22	158	29	12	40	47	42	36	49	97	86	289	40	8
g4970	13	25	17	24	33	18	32	35	15	15	10	23	17	6	25	15	28	7
g4971	162	142	101	240	136	63	247	193	85	108	88	93	149	105	80	158	155	95
g4972	171	356	281	645	337	184	275	580	232	227	101	161	356	134	133	450	445	154
g4973	17	3	2	5	16	1	5	17	3	7	4	0	6	11	2	6	17	4
g4974	60	56	172	16	4	2	7	14	66	21	3	18	10	13	5	32	46	16
g4975	71	118	119	84	86	139	179	195	151	77	124	138	24	104	73	65	304	159
g4976	7	12	10	11	19	40	50	1	0	18	6	43	6	1	68	18	32	23
g4977	53	93	27	94	74	69	117	116	59	59	51	57	49	55	50	140	71	42
g4978	617	731	610	883	710	642	898	750	759	470	383	292	402	484	510	626	868	327
g4979	734	1084	496	989	1175	811	918	834	651	472	587	633	793	869	521	720	659	212
g4980	647	625	448	835	483	575	1052	590	423	738	403	486	489	336	340	401	556	587
g4981	62	61	43	61	69	38	91	39	47	73	43	52	31	74	47	40	52	61
g4982	58	10	6	7	23	8	10	33	22	14	9	5	7	11	4	15	58	116
g4983	235	254	105	246	209	268	348	265	186	141	121	163	201	157	124	228	198	144
g4984	6	0	1	0	0	0	1	0	1	0	2	1	1	3	0	2	2	1
g4985	37	46	14	18	24	13	39	32	15	10	16	14	32	22	23	19	61	18
g4986	63	78	101	23	55	43	62	160	89	97	80	50	164	43	62	116	102	50
g4987	732	715	690	1203	953	608	1317	1275	734	432	669	618	592	466	369	763	880	360
g4988	314	273	179	547	341	167	358	241	181	225	226	204	286	244	143	290	231	214
g4989	195	392	212	465	317	193	379	558	236	197	131	174	180	196	211	298	346	252
g4990	763	605	460	830	1028	345	483	823	825	727	326	426	705	423	440	703	726	394
g4991	406	446	358	590	477	382	659	889	768	357	329	320	492	359	251	407	1037	222
g4992	622	1804	1133	961	584	778	1162	2049	1484	812	266	1422	919	615	807	1411	441	785
g4993	1	1	3	13	5	2	13	0	2	2	0	0	0	0	5	0	2	11
g4994	166	181	203	238	215	131	294	388	163	198	72	192	106	229	113	275	195	219
g4995	0	4	2	6	1	2	0	0	3	0	4	0	0	0	2	3	0	0
g4996	0	5	4	1	10	0	5	7	4	0	2	0	3	1	3	2	0	1
g4997	65	79	36	47	33	53	36	52	38	77	33	24	94	16	37	60	67	38
g4998	748	887	589	716	670	483	1104	1098	572	730	317	290	868	478	408	984	877	480
g4999	313	167	138	505	390	236	724	284	338	315	209	135	269	221	248	449	364	157
g5000	136	93	100	103	118	142	101	87	155	77	94	129	266	159	63	208	59	45
g5001	75	153	65	110	114	80	292	92	59	64	43	81	108	55	22	64	139	105
g5002	1593	2074	1266	6793	4889	992	5878	5499	4117	1983	701	1815	1743	1801	1573	3096	2744	2952
g5003	601	1101	716	1089	792	824	764	1083	1109	683	489	678	611	530	1077	924	1003	286
g5004	7298	10592	7050	10864	6997	4221	12500	10366	7583	5322	4868	4985	8405	4012	5119	14629	3785	8031
g5005	98	36	35	108	29	86	157	56	47	201	40	185	62	308	7	55	160	189
g5006	2565	2842	1851	6152	2518	1705	3944	3374	1921	3956	1704	1384	2864	2554	2873	3883	3214	1561
g5007	59	96	42	81	46	49	87	57	50	90	29	27	106	23	39	51	71	43
g5008	782	1806	378	362	596	1157	234	997	365	169	129	384	1093	864	395	1500	472	545
g5009	167	261	316	779	287	322	404	381	210	419	154	240	303	296	290	553	406	246
g5010	7	6	4	13	4	4	9	11	8	7	5	2	9	4	9	6	10	3
g5011	94	70	106	197	133	159	302	72	93	103	96	155	72	79	101	102	166	74
g5012	416	1058	529	996	952	556	709	821	439	949	473	485	761	497	698	1040	1416	515
g5013	20	27	27	39	27	13	26	33	26	35	22	15	16	17	31	27	35	17
g5014	33	51	12	57	57	14	94	32	14	18	22	19	24	13	11	11	22	11
g5015	42	2	2	1	11	11	22	56	1	4	2	12	14	1	9	1	21	4
g5016	374	261	549	307	170	253	627	382	310	386	163	302	505	164	507	538	637	149
g5017	696	860	852	1476	1058	330	1358	755	905	607	838	706	1228	564	553	1367	907	476
g5018	773	1231	978	2018	974	1075	588	1554	864	584	546	904	868	482	537	1494	1156	506
g5019	1991	2977	2009	2348	2811	1704	3137	2529	1384	1725	1002	1579	2093	1509	1367	2223	2402	1335
g5020	106	123	117	82	89	104	531	119	96	68	99	96	165	77	82	32	139	178
g5021	294	379	189	363	300	181	474	464	159	224	210	198	249	179	206	358	359	222
g5022	364	377	407	554	336	394	531	352	232	301	316	346	403	378	209	328	516	150
g5023	162	193	9	397	23	389	233	261	297	31	115	125	90	155	69	130	156	100
g5024	716	885	642	873	961	735	850	1134	496	760	355	537	744	589	692	781	1052	553
g5025	12	14	12	15	9	13	13	13	8	7	8	5	4	9	8	12	5	9
g5026	1988	1912	1443	1610	2304	773	3179	1330	832	673	843	1691	1659	1621	1227	1791	2202	1438
g5027	14	31	5	24	1	1	37	49	9	0	6	11	30	7	43	23	11	1
g5028	0	20	27	249	82	89	0	1	1	14	2	0	0	3	1	165	0	66
g5029	2949	3154	2192	4784	4339	2660	3611	3853	2844	1938	1595	3113	3269	2377	1379	3255	2653	646
g5030	1190	1198	255	384	403	206	1419	1521	853	1347	128	198	123	107	226	486	190	109
g5031	7491	15492	5639	15909	7434	9443	16172	14893	16798	10707	5069	7780	7929	6049	4219	13372	18067	6244
g5032	157	176	188	380	168	174	165	267	147	102	179	128	385	87	183	194	338	183
g5033	2626	6752	3868	5698	6302	986	4404	9359	3848	5464	7940	6286	11076	4596	4350	5624	1899	4057
g5034	26	130	47	198	398	45	158	152	92	141	9	9	179	101	6	104	113	14
g5035	50	108	3	26	4	50	29	19	22	64	0	13	18	29	15	15	21	0
g5036	209	270	169	538	289	208	712	384	244	223	206	275	290	180	183	466	392	218
g5037	266	798	424	622	685	450	620	780	767	356	326	301	647	416	381	770	622	498
g5038	93	70	64	163	71	109	128	131	62	34	40	56	96	147	74	112	78	43
g5039	129	203	204	163	223	235	297	322	174	343	142	322	199	128	193	307	168	116
g5040	53	237	68	126	127	29	92	162	80	41	24	82	109	63	79	151	98	147
g5041	6	8	5	10	6	15	13	8	2	13	5	3	7	3	6	18	3	4
g5042	38	274	205	204	233	550	878	81	175	224	66	63	106	42	163	781	683	268
g5043	554	712	507	627	604	473	896	603	633	470	323	390	413	347	435	536	558	387
g5044	899	1136	487	1144	901	692	1412	699	454	309	593	375	987	494	325	1599	866	304
g5045	3	0	16	0	16	1	4	3	0	8	10	6	0	0	0	9	2	2
g5046	2812	2183	2028	4002	2385	2045	4987	3508	3053	2579	1222	1915	2205	1850	1465	3030	2951	1655
g5047	112	194	19	52	193	36	155	14	215	368	178	11	11	80	123	121	41	50
g5048	22933	51798	35891	43241	8519	10933	24963	32286	15522	33131	8938	24251	9591	12805	23127	25270	36280	23989
g5049	140	314	146	234	216	187	272	279	125	154	105	153	142	94	134	157	165	151
g5050	211	943	538	1701	890	512	1172	436	595	208	350	579	407	390	753	1041	621	225
g5051	442	425	369	586	461	255	505	466	282	352	309	252	384	365	261	331	502	201
g5052	1335	1695	1949	1305	1247	2318	3300	2812	1623	1497	763	1201	2387	1159	1585	1029	609	1229
g5053	581	488	540	514	511	446	502	591	377	257	350	206	553	310	365	368	600	312
g5054	5314	227	3023	257	3420	1041	373	504	331	3270	314	415	867	1155	425	1254	1886	945
g5055	0	4	2	5	5	5	11	6	4	7	0	1	2	2	1	4	0	3
g5056	7	47	0	0	34	2	0	0	1	54	0	0	0	0	4	101	24	0
g5057	117	79	208	84	70	74	63	45	94	36	36	103	87	128	54	67	93	66
g5058	356	149	251	433	245	637	1112	289	293	215	275	10	399	50	126	422	704	188
g5059	133	354	323	274	243	324	237	170	250	214	55	99	366	201	66	311	81	156
g5060	56	419	303	447	171	23	535	322	99	57	49	40	33	7	93	207	64	120
g5061	8	5	1	21	0	5	28	19	2	3	3	5	12	6	2	1	5	2
g5062	0	32	0	0	2	1	0	15	48	4	14	2	56	0	5	3	4	0
g5063	2802	2287	2939	3242	2033	3624	6839	3755	2979	2470	1562	1132	2257	2732	1018	996	4028	2251
g5064	2	10	1	7	14	3	15	3	2	1	3	6	5	1	6	5	4	3
g5065	3058	3675	3120	2959	4035	2041	4472	2602	1846	2877	1459	2587	2311	1946	1977	4545	4163	1349
g5066	7	1	8	0	6	1	15	7	1	0	2	0	3	3	0	0	17	3
g5067	4882	4634	1142	4898	6108	4236	5090	7365	5423	3081	2156	3365	9253	4088	3371	7055	6141	2347
g5068	285	460	238	243	305	181	431	379	257	191	202	186	211	415	194	340	259	226
g5069	0	0	0	0	0	0	0	0	0	7	13	0	0	45	0	0	4	0
g5070	6	11	26	39	37	16	41	41	5	41	7	29	11	24	24	32	18	7
g5071	46	8	10	19	33	21	53	41	35	19	19	64	28	12	20	10	55	25
g5072	5	4	12	3	2	0	2	18	4	14	2	0	3	0	0	1	2	2
g5073	1112	2020	915	1355	1416	1130	2359	1478	1236	1221	918	979	1344	887	764	2703	1453	832
g5074	0	0	0	2	2	2	8	12	1	10	0	3	1	4	0	7	1	1
g5075	158	419	139	305	250	174	397	539	336	233	217	109	134	214	234	372	302	124
g5076	530	571	360	1307	511	322	622	1112	529	579	240	454	514	515	356	650	426	549
g5077	150	154	155	320	218	118	149	242	200	139	194	129	241	53	139	281	270	85
g5078	225	370	250	776	145	324	864	1054	245	332	164	328	324	377	156	367	505	587
g5079	745	1114	439	1436	1149	878	1419	1320	921	646	849	902	775	1049	922	1239	1493	728
g5080	29	19	8	15	15	3	90	4	10	29	17	8	6	5	13	21	39	22
g5081	310	511	422	613	448	249	896	415	342	552	435	323	285	293	249	746	400	156
g5082	0	40	4	18	3	1	32	11	0	14	16	13	29	4	7	61	14	10
g5083	2631	2671	2062	1889	2889	1629	2902	4171	1999	1909	1336	1777	2322	1710	1177	1532	2149	2792
g5084	939	2718	2156	244	316	119	1724	1131	191	471	1101	3429	2423	692	1724	1119	8376	1517
g5085	474	488	556	482	513	427	1052	521	384	417	127	330	315	214	496	875	502	282
g5086	143	142	208	263	261	195	151	380	262	377	169	803	383	80	270	927	42	106
g5087	4651	4951	2254	1962	9826	569	4409	4959	1226	2533	1735	2259	2914	2731	895	5694	1654	1940
g5088	19	33	14	21	15	33	43	7	11	10	6	27	12	14	17	8	28	12
g5089	509	699	707	984	589	826	612	571	520	510	436	546	852	384	766	1284	825	391
g5090	197	172	200	389	286	181	467	348	234	255	180	173	196	200	157	258	265	240
g5091	933	775	649	1275	629	548	1442	1165	1182	954	673	733	814	556	348	1014	1774	1345
g5092	197	331	34	410	434	51	244	231	125	106	119	181	151	105	56	80	392	198
g5093	2	1	1	1	8	6	6	7	2	6	3	4	15	8	0	16	2	2
g5094	4	10	3	1	12	7	24	13	2	3	3	7	7	3	9	9	13	5
g5095	93	38	41	64	33	36	71	58	36	24	35	42	69	61	33	48	57	30
g5096	1429	1489	935	2387	1815	1141	1964	2044	1262	1276	841	1199	1243	964	1233	1722	1526	840
g5097	60	14	164	544	173	1	411	355	91	1	8	4	81	56	9	0	21	69
g5098	79	49	36	120	94	50	155	60	59	54	42	46	55	46	40	74	74	39
g5099	86	25	45	32	70	16	40	163	85	85	65	26	104	37	35	38	90	27
g5100	1876	2245	1278	1833	1752	1035	1860	2246	1310	1678	848	1286	1274	1141	1160	2053	1599	1306
g5101	2666	4596	2417	4863	2618	3104	3853	3445	2878	2622	1612	2659	3757	3637	2723	5017	3551	2464
g5102	113	169	66	276	64	189	65	429	306	346	144	180	165	173	180	249	194	191
g5103	48	39	35	42	30	30	75	59	48	17	21	34	49	63	31	39	48	17
g5104	4	8	3	6	6	5	8	3	7	5	2	0	2	3	3	10	3	2
g5105	3209	4002	2652	3882	2452	2723	4434	3855	2663	3325	1700	2508	2718	2059	1453	2867	3238	2258
g5106	743	1381	611	2127	1174	908	1056	573	940	920	1090	377	808	591	681	1826	1254	842
g5107	1139	1755	1746	2599	3037	1562	2387	1395	1695	1702	1146	950	2480	1103	1069	2475	1724	1021
g5108	675	808	683	2664	1456	1251	1185	1490	639	1312	899	1218	1083	640	622	1209	925	1218
g5109	1354	700	1079	1414	617	776	630	1132	776	740	127	885	1057	358	642	1021	1240	649
g5110	186	124	79	141	225	244	87	86	79	55	130	108	74	32	142	172	56	107
g5111	71	33	32	60	84	36	69	64	62	53	37	64	38	41	43	31	68	31
g5112	64	846	98	1252	247	310	326	619	402	32	711	129	128	170	165	385	1127	99
g5113	24	26	16	42	21	25	22	16	14	11	1	40	3	9	1	11	8	6
g5114	0	1	1	4	20	2	4	9	2	2	4	2	2	0	0	5	1	0
g5115	49	129	87	94	162	114	139	104	50	113	71	34	33	63	3	85	161	161
g5116	53	47	21	94	59	43	69	55	26	44	20	38	18	34	23	59	28	29
g5117	57	53	34	58	41	33	85	93	100	69	32	64	43	35	43	63	45	50
g5118	4666	5781	3060	5326	3742	2920	5764	5125	3167	3354	3482	4750	3201	2370	2733	3247	6572	3861
g5119	115	123	51	213	247	92	256	98	130	174	22	59	248	59	38	212	161	84
g5120	293	336	427	1015	426	380	885	1004	259	457	116	467	842	389	611	1130	544	654
g5121	66	150	111	175	98	82	158	138	41	69	32	40	30	60	48	125	147	97
g5122	26	67	72	148	81	114	100	7	0	56	68	82	43	54	18	96	215	78
g5123	1641	2110	1114	3876	2276	2138	1472	2602	1860	2624	1108	1321	1373	1427	1568	1104	1357	1378
g5124	217	415	507	378	274	526	468	435	272	316	314	280	409	204	216	351	536	395
g5125	533	170	239	295	227	191	418	412	338	225	149	196	99	311	134	306	299	248
g5126	67	17	47	34	65	9	36	16	28	25	36	44	34	12	21	16	70	35
g5127	18	31	30	30	38	25	43	41	24	30	7	35	23	11	22	24	43	26
g5128	343	416	216	1252	439	303	781	1032	191	837	593	175	845	371	295	1202	669	938
g5129	21	4	3	3	7	3	3	6	5	7	2	9	12	5	4	3	3	3
g5130	3039	2304	1997	3389	3331	1597	5176	2160	1728	3670	1941	2061	1941	2775	2286	3415	3798	1735
g5131	828	1289	927	1004	741	644	1305	1051	691	552	716	494	782	554	382	1110	453	546
g5132	8429	3661	685	3205	1135	2445	8295	6399	14060	3577	3289	2667	4035	5464	3849	3250	6009	373
g5133	1414	887	859	1841	624	731	1029	843	742	526	155	314	1534	503	343	1189	498	567
g5134	3	15	13	16	5	3	4	8	4	7	4	11	10	4	5	16	11	8
g5135	589	721	474	813	510	444	506	614	320	291	378	464	599	464	427	618	657	251
g5136	31	231	346	26	344	116	1149	286	393	54	485	120	619	94	60	1127	102	451
g5137	10	27	14	27	27	14	33	18	20	13	13	4	15	14	8	22	3	9
g5138	0	12	2	5	4	1	10	7	1	7	1	3	5	3	3	19	15	1
g5139	192	117	188	363	149	152	298	132	203	118	190	107	198	122	53	376	87	110
g5140	2539	3122	2754	3131	3781	1896	3342	4261	1903	2581	1708	1505	2158	1373	1081	2849	2167	2426
g5141	121	95	39	97	109	76	109	176	48	86	65	96	110	63	48	62	167	38
g5142	0	7	3	14	5	1	0	20	7	2	6	4	1	2	2	0	2	1
g5143	2077	3216	1212	1685	1722	2066	1863	2245	2847	1699	1366	2448	1833	1580	1042	1459	2887	1890
g5144	411	770	409	804	363	494	1141	438	507	447	164	709	570	658	284	657	720	328
g5145	48	121	335	712	174	199	294	632	93	459	235	60	360	410	140	233	151	92
g5146	45	83	58	119	79	15	93	52	103	74	83	48	25	54	44	59	56	39
g5147	64	9	47	218	103	28	66	16	47	48	13	42	120	72	46	151	156	40
g5148	10	47	94	25	112	14	0	1	19	0	1	0	0	3	58	9	16	1
g5149	1176	1771	1361	1887	1567	881	2117	1580	795	865	944	1210	865	892	1619	1144	1551	859
g5150	9	3	3	14	1	5	3	18	7	4	0	3	0	2	1	8	25	3
g5151	2877	2900	1396	3202	1810	1890	4532	1560	4168	2186	932	1575	3978	2313	1827	1994	1750	1249
g5152	4	10	4	3	22	4	10	13	4	8	1	4	2	8	1	2	6	3
g5153	66	203	28	25	72	132	117	37	38	46	20	86	115	121	121	194	66	123
g5154	137	381	277	315	338	99	234	412	295	197	168	95	248	233	167	323	446	69
g5155	2	0	0	2	3	0	8	1	0	0	4	0	2	0	3	4	1	2
g5156	3	3	3	1	4	2	3	2	3	1	3	1	1	5	0	6	1	1
g5157	210	48	51	165	138	155	290	104	282	99	59	145	166	94	132	91	216	107
g5158	4	10	0	13	6	5	5	7	10	3	3	7	2	11	3	7	4	3
g5159	618	780	1010	805	869	397	1120	1001	393	450	351	417	598	722	557	660	735	520
g5160	275	206	280	512	278	247	395	384	299	244	207	198	253	256	237	343	314	211
g5161	7	16	5	12	9	8	16	13	9	8	3	8	8	1	3	20	27	6
g5162	1306	859	1217	1605	2013	1565	2040	2482	912	957	859	971	1714	1225	1158	2387	1035	1297
g5163	29	44	17	47	37	46	27	53	25	19	9	51	34	8	58	63	9	54
g5164	461	796	626	825	407	644	902	1344	351	589	214	281	363	702	447	482	487	537
g5165	120	97	125	159	45	9	65	49	32	63	10	19	38	45	71	54	58	175
g5166	1147	1336	1132	1807	1451	700	2156	2151	1025	995	1090	1012	998	1172	1090	1631	2039	886
g5167	5144	5399	3729	4018	4923	2742	6498	4714	3804	3975	2918	3389	6204	3503	3174	5856	3458	3366
g5168	11	7	2	19	15	9	24	14	8	10	4	2	2	6	14	7	14	9
g5169	2	13	5	13	3	5	4	13	4	15	6	3	3	1	5	5	5	6
g5170	689	676	303	405	835	338	552	803	444	629	242	457	493	469	290	920	819	499
g5171	274	453	262	450	348	172	657	415	159	223	168	199	291	281	130	334	276	217
g5172	10	10	6	4	92	25	41	39	1	3	4	13	32	0	16	99	8	11
g5173	271	460	184	334	509	280	445	300	333	145	150	125	60	135	327	214	175	128
g5174	8	0	1	10	4	27	12	3	21	1	13	30	41	26	2	14	11	7
g5175	21	26	7	34	77	46	13	45	9	34	34	18	67	58	9	43	10	51
g5176	0	6	0	14	12	0	1	0	0	0	0	0	11	0	0	7	1	0
g5177	2	3	2	7	0	1	0	0	0	2	0	1	1	2	12	8	8	2
g5178	1161	1057	410	1424	1119	942	651	404	1104	317	899	961	1105	748	1093	583	1794	319
g5179	289	289	192	390	157	100	609	219	289	316	124	178	319	198	177	284	431	169
g5180	2247	2787	2127	3760	3067	1918	4475	4201	2869	2132	1479	2221	3482	2621	2261	3537	2948	2147
g5181	2	7	1	0	8	16	0	5	8	0	0	2	1	2	1	0	4	16
g5182	75	166	60	333	152	127	245	188	125	103	123	69	44	73	87	348	174	123
g5183	1009	1542	1132	2093	1870	1159	2318	1457	1781	1655	1162	1301	1413	913	1100	2212	2029	1241
g5184	432	489	388	802	256	385	818	1209	446	435	299	271	167	316	340	669	301	266
g5185	487	563	348	936	681	422	1096	538	533	393	279	553	610	479	385	777	928	493
g5186	70	63	16	62	49	91	103	68	36	47	29	19	35	22	33	105	17	31
g5187	11293	26101	13884	31759	25465	8537	33858	15123	15370	9262	13209	12796	12741	12716	8565	10230	17421	17776
g5188	238	293	191	279	365	178	334	281	189	250	118	196	155	146	101	347	301	145
g5189	718	537	7	89	1026	191	1100	71	873	1128	23	7	1218	753	101	773	1305	227
g5190	34	52	47	47	53	50	89	52	45	39	48	42	24	73	49	106	96	24
g5191	3496	4057	3336	5928	3089	2965	5114	4664	4060	2272	1760	3518	4771	3310	2557	5017	4616	2128
g5192	8	32	3	1	2	10	1	1	4	0	0	2	2	0	2	4	7	4
g5193	5	4	18	28	8	7	40	5	7	8	1	14	8	17	4	11	8	8
g5194	0	0	0	0	0	0	0	0	0	0	0	0	46	0	8	21	3	11
g5195	19	14	23	19	19	3	39	22	7	7	8	17	4	21	20	31	22	24
g5196	0	0	0	0	20	0	0	1	0	23	0	33	0	0	0	0	2	0
g5197	74	6	14	385	308	10	86	177	181	308	56	149	32	17	66	120	183	104
g5198	41	37	79	58	151	11	19	28	19	13	30	29	1	44	3	16	67	19
g5199	2275	1647	2075	2509	2319	1351	4052	1367	1970	1954	1929	1818	1633	1324	1585	2600	1499	805
g5200	21	33	35	54	40	33	48	38	37	28	17	27	33	31	27	29	40	18
g5201	13	0	9	1	32	44	0	54	16	18	22	7	10	9	11	34	3	0
g5202	22	62	74	85	8	29	104	137	48	97	25	27	59	21	19	28	67	10
g5203	115	204	264	190	207	235	401	408	147	157	162	114	164	62	66	210	255	151
g5204	219	287	236	189	137	115	340	100	101	226	78	202	136	116	38	292	289	209
g5205	82	124	34	70	183	31	101	27	76	167	16	22	34	15	41	20	54	26
g5206	184	184	157	181	26	95	559	196	28	476	113	79	80	17	273	144	59	328
